online_order,book_table,rate,votes,rest_type,cuisines,cost,menu_item,type,city
1,0,3.700448818,0,92,926,250.0,8778,2,0
1,0,3.9,112,78,2583,200.0,7386,2,0
1,0,3.2,13,78,388,300.0,8778,2,0
1,0,3.8,34,79,270,350.0,5524,2,0
1,0,3.6,25,92,2236,500.0,8778,2,0
1,0,3.7,62,92,978,500.0,8778,2,0
1,0,3.5,9,58,1723,200.0,8743,2,0
1,0,3.2,12,78,2618,250.0,8362,2,0
0,0,3.2,9,78,2537,100.0,8778,2,0
1,0,3.9,38,78,2236,400.0,1505,2,0
1,0,3.9,145,39,1761,500.0,8778,2,0
1,0,3.8,12,58,1273,300.0,8778,2,0
1,0,4.2,76,78,2335,450.0,8778,2,0
1,0,3.6,24,92,388,400.0,8778,2,0
1,0,2.6,16,92,1215,400.0,2410,2,0
1,0,2.8,5,78,1534,200.0,8778,2,0
1,0,3.6,15,58,792,200.0,8778,2,0
1,0,3.4,7,92,1761,200.0,8778,2,0
1,0,3.5,4,39,792,600.0,8778,2,0
1,0,3.700448818,0,39,1761,500.0,8778,2,0
1,0,3.700448818,0,92,1905,300.0,8778,2,0
1,0,3.3,26,39,977,400.0,8778,2,0
1,0,3.700448818,0,40,1178,200.0,8778,2,0
1,0,3.7,22,39,1761,250.0,8778,2,0
1,1,4.4,2493,73,2039,900.0,8778,2,0
0,0,3.700448818,0,39,1802,600.0,8778,2,0
1,0,2.5,109,27,1841,800.0,2412,2,0
1,0,3.3,34,78,977,500.0,8778,2,0
1,0,3.3,9,78,2381,250.0,8778,2,0
1,0,4.6,230,19,588,400.0,8778,2,0
1,0,3.1,7,93,1280,300.0,8778,2,0
0,0,3.8,33,27,1761,555.4315664,8778,2,0
1,0,4.3,169,40,1159,450.0,8778,2,0
1,0,3.8,213,27,1681,700.0,7713,2,0
1,0,3.7,47,40,1444,200.0,8778,2,0
1,0,3.8,47,19,712,600.0,1803,2,0
1,0,3.7,66,78,2421,300.0,8778,2,0
1,0,3.3,10,78,1834,300.0,8778,2,0
1,0,3.700448818,0,19,557,500.0,8778,2,0
1,0,3.2,47,78,815,300.0,8318,2,0
1,0,3.7,47,27,1853,800.0,8778,2,0
1,0,3.4,29,27,1761,750.0,8778,2,0
1,0,3.700448818,0,78,1293,200.0,8778,2,0
0,1,4.8,4390,8,997,1000.0,8778,2,0
1,0,4.0,152,17,346,350.0,8778,2,0
0,1,4.0,2151,60,980,1000.0,8778,2,0
1,0,3.5,13,14,359,100.0,8778,2,0
1,0,3.2,42,78,2381,200.0,8778,2,0
1,0,3.7,17,78,1225,200.0,8778,2,0
1,0,3.0,25,78,2474,300.0,8778,2,0
1,0,3.700448818,0,39,1761,800.0,1272,2,0
1,0,3.1,7,39,508,300.0,8778,2,0
1,0,3.700448818,0,39,2283,350.0,8778,2,0
1,0,3.700448818,0,27,91,700.0,8778,2,0
0,1,3.9,1388,60,1093,1400.0,8778,2,0
1,0,3.700448818,0,78,2136,250.0,8778,2,0
1,0,3.700448818,0,92,1761,400.0,5801,2,0
1,0,3.700448818,0,78,1606,300.0,8778,2,0
1,0,4.2,413,19,677,700.0,8778,2,0
1,0,3.5,14,19,557,500.0,8778,2,0
1,0,3.6,43,27,907,600.0,8778,2,0
1,0,3.6,11,78,1344,200.0,3929,2,0
1,0,3.6,70,27,880,600.0,5742,2,0
1,0,3.700448818,0,14,382,100.0,8778,2,0
1,0,3.8,172,27,2152,400.0,7704,2,0
1,0,3.6,11,39,1761,400.0,8778,2,0
1,0,3.700448818,0,92,30,300.0,8778,2,0
1,0,3.1,4,78,1554,300.0,8778,2,0
1,0,3.700448818,0,27,1872,600.0,6186,2,0
1,0,3.3,4,78,388,300.0,8778,2,0
1,0,3.700448818,0,78,1304,200.0,489,2,0
0,0,4.1,1223,78,1682,400.0,8778,2,0
0,0,4.1,435,27,1857,500.0,8778,2,0
0,0,4.0,335,27,1787,550.0,8778,2,0
0,1,4.4,464,19,646,800.0,8778,2,0
1,0,4.1,956,27,2516,600.0,6902,2,0
0,1,4.5,546,19,655,900.0,8778,2,0
0,0,3.9,1155,27,788,650.0,8778,2,0
0,1,4.1,770,28,65,800.0,8778,2,0
0,0,4.1,674,27,2474,650.0,8778,2,0
0,0,4.1,42,78,2556,150.0,8778,2,0
1,0,3.9,337,78,1834,500.0,8778,2,0
0,0,3.9,66,8,1834,1500.0,8778,2,0
1,0,3.6,16,19,630,500.0,6045,2,0
0,1,4.1,446,27,1761,650.0,8778,2,0
0,0,4.3,235,14,359,350.0,8778,2,0
0,0,3.5,12,39,2136,200.0,8778,2,0
0,0,4.0,161,78,1338,200.0,8778,2,0
0,0,3.8,83,78,1785,400.0,8778,2,0
0,0,3.3,24,27,1834,600.0,8778,2,0
0,0,3.9,118,27,1808,800.0,8778,2,0
1,0,3.3,4,78,2457,400.0,4141,2,0
0,0,4.0,181,65,1761,150.0,8778,2,0
0,0,3.1,117,78,388,200.0,8778,2,0
0,0,3.5,17,78,404,250.0,8778,2,0
0,0,3.2,21,78,1834,300.0,8778,2,0
0,0,3.700448818,0,14,330,200.0,8778,2,0
0,0,3.3,9,78,887,150.0,8778,2,0
0,0,4.0,93,92,263,800.0,8778,2,0
0,0,3.8,69,20,578,700.0,8778,2,0
0,0,3.700448818,0,78,1761,300.0,8778,2,0
0,0,3.700448818,0,65,56,300.0,8778,2,0
0,0,3.7,34,65,1789,300.0,8778,2,0
0,0,3.700448818,0,53,1544,500.0,8778,2,0
0,0,3.8,62,3,1153,150.0,8778,2,0
0,0,2.6,56,39,483,500.0,8778,2,0
0,0,3.3,6,78,792,250.0,8778,2,0
0,0,3.2,63,6,280,600.0,8778,2,0
0,0,3.6,13,78,2381,200.0,8778,2,0
0,0,3.700448818,0,78,2301,300.0,8778,2,0
0,0,3.2,8,78,1761,300.0,8778,2,0
0,0,3.6,16,39,2537,300.0,8778,2,0
0,0,3.700448818,0,40,1188,100.0,8778,2,0
0,0,3.700448818,0,78,1834,400.0,8778,2,0
0,0,3.700448818,0,78,2381,150.0,8778,2,0
0,0,3.7,44,40,263,200.0,8778,2,0
0,0,3.700448818,0,39,54,300.0,8778,2,0
0,0,2.9,27,6,254,400.0,8778,2,0
0,0,3.2,4,88,1689,150.0,8778,2,0
0,0,3.700448818,0,53,2361,600.0,8778,2,0
0,0,3.700448818,0,0,254,300.0,8778,2,0
0,0,3.700448818,0,3,263,350.0,8778,2,0
0,0,3.700448818,0,78,2474,250.0,8778,2,0
0,0,3.700448818,0,17,343,150.0,8778,2,0
0,0,3.700448818,0,78,1344,150.0,8778,2,0
0,0,3.700448818,0,78,2211,250.0,8778,2,0
0,0,3.700448818,0,19,701,400.0,8778,2,0
0,0,3.700448818,0,39,1273,200.0,8778,2,0
0,0,3.700448818,0,78,792,350.0,8778,2,0
0,0,3.5,11,78,2381,200.0,8778,2,0
0,0,3.6,14,0,263,300.0,8778,2,0
0,0,3.3,4,78,1834,300.0,8778,2,0
0,0,3.700448818,0,92,2335,300.0,8778,2,0
0,0,3.700448818,0,78,429,100.0,8778,2,0
0,0,3.700448818,0,78,1834,300.0,8778,2,0
0,0,3.700448818,0,88,1686,250.0,8778,2,0
0,0,3.3,4,0,254,400.0,8778,2,0
0,0,3.700448818,0,27,880,500.0,8778,2,0
0,0,3.700448818,0,92,1153,550.0,8778,2,0
0,0,3.700448818,0,27,465,800.0,8778,2,0
0,0,3.700448818,0,19,753,500.0,8778,2,0
0,0,3.700448818,0,92,2526,200.0,8778,2,0
0,0,3.700448818,0,78,75,600.0,8778,2,0
0,0,3.700448818,0,92,2537,200.0,8778,2,0
0,0,3.700448818,0,39,1761,400.0,8778,2,0
0,0,3.700448818,0,78,1225,300.0,8778,2,0
0,0,3.700448818,0,27,1761,600.0,8778,2,0
0,0,3.700448818,0,0,254,400.0,8778,2,0
0,0,3.700448818,0,78,2381,250.0,8778,2,0
0,0,3.700448818,0,27,1761,500.0,8778,2,0
0,0,3.700448818,0,78,2353,400.0,8778,2,0
0,0,3.700448818,0,39,1761,450.0,8778,2,0
0,0,3.700448818,0,39,2012,469.0,8778,2,0
0,0,3.700448818,0,78,2410,250.0,8778,2,0
0,0,3.700448818,0,78,2152,200.0,8778,2,0
0,0,3.700448818,0,78,1717,300.0,8778,2,0
0,0,3.700448818,0,65,54,300.0,8778,2,0
0,0,3.700448818,0,39,1834,300.0,8778,2,0
0,0,3.700448818,0,27,2480,400.0,8778,2,0
0,0,3.700448818,0,92,880,300.0,8778,2,0
0,0,3.700448818,0,19,557,400.0,8778,2,0
0,0,3.6,14,39,1410,300.0,8778,2,0
0,0,3.0,12,39,465,700.0,8778,2,0
0,0,3.4,8,39,2136,400.0,8778,2,0
0,0,3.6,13,19,557,700.0,8778,2,0
0,0,3.1,7,39,1802,500.0,8778,2,0
0,0,3.2,4,27,2086,700.0,8778,2,0
0,0,3.3,4,53,894,400.0,8778,2,0
0,0,3.8,14,78,863,350.0,8778,2,0
0,0,3.5,15,39,2136,400.0,8778,2,0
0,0,3.1,12,78,792,200.0,8778,2,0
0,0,2.9,16,78,2256,500.0,8778,2,0
0,0,3.3,7,27,1834,450.0,8778,2,0
0,0,3.700448818,0,39,1761,300.0,8778,2,0
0,0,3.700448818,0,39,254,250.0,8778,2,0
0,0,3.700448818,0,78,2217,200.0,8778,2,0
0,0,3.3,4,78,2392,300.0,8778,2,0
0,0,3.700448818,0,78,1293,200.0,8778,2,0
0,0,3.7,21,78,30,250.0,8778,2,0
0,0,3.700448818,0,78,1531,250.0,8778,2,0
0,0,3.8,27,78,868,300.0,8778,2,0
0,0,3.3,4,92,1834,400.0,8778,2,0
0,0,3.8,38,40,1445,400.0,8778,2,0
0,0,3.2,4,78,91,400.0,8778,2,0
0,0,3.0,8,78,1537,150.0,8778,2,0
0,0,3.700448818,0,78,1215,250.0,8778,2,0
0,0,3.700448818,0,78,2392,250.0,8778,2,0
0,0,3.700448818,0,78,388,200.0,8778,2,0
0,0,3.3,7,39,1761,150.0,8778,2,0
0,0,3.3,4,92,263,600.0,8778,2,0
0,0,3.3,7,39,330,555.4315664,8778,2,0
0,0,3.700448818,0,78,2381,200.0,8778,2,0
0,0,3.7,9,19,693,400.0,8778,2,0
0,0,3.4,7,78,1857,400.0,8778,2,0
0,0,3.5,12,78,234,200.0,8778,2,0
0,0,3.700448818,0,39,2152,250.0,8778,2,0
0,0,3.700448818,0,78,932,200.0,8778,2,0
0,0,3.700448818,0,0,254,350.0,8778,2,0
0,0,3.700448818,0,39,1153,400.0,8778,2,0
0,0,3.700448818,0,42,1179,300.0,8778,2,0
0,0,3.700448818,0,39,1834,500.0,8778,2,0
0,0,3.700448818,0,39,2381,200.0,8778,2,0
0,0,3.700448818,0,39,2512,300.0,8778,2,0
0,0,3.700448818,0,78,1834,300.0,8778,2,0
0,0,3.700448818,0,92,2236,500.0,8778,2,0
0,0,3.5,15,46,1174,400.0,8778,2,0
0,0,3.2,4,78,1215,300.0,8778,2,0
0,0,3.3,7,78,2080,400.0,8778,2,0
0,0,3.700448818,0,0,273,600.0,8778,2,0
0,0,3.3,4,78,2211,200.0,8778,2,0
0,0,3.700448818,0,92,2474,300.0,8778,2,0
0,0,3.5,6,78,880,250.0,8778,2,0
0,0,3.4,8,39,402,400.0,8778,2,0
0,0,3.4,39,27,1588,700.0,8778,2,0
0,0,3.700448818,0,78,2136,300.0,8778,2,0
0,0,3.700448818,0,78,1914,400.0,8778,2,0
0,0,3.3,4,53,2537,200.0,8778,2,0
0,0,3.7,91,27,1834,900.0,8778,2,0
0,0,3.0,17,78,1834,300.0,8778,2,0
0,0,3.700448818,0,78,1951,555.4315664,8778,2,0
1,0,3.700448818,0,78,1225,150.0,8778,2,0
1,0,3.700448818,0,39,2281,300.0,8778,2,0
1,0,3.7,24,78,404,250.0,8778,2,0
1,0,3.8,50,78,1311,250.0,8778,2,0
0,0,3.2,6,27,2381,400.0,8778,2,0
1,0,4.1,323,19,569,700.0,8778,2,0
1,0,3.3,6,78,1761,300.0,8778,2,0
0,0,2.7,16,14,330,300.0,8778,2,0
1,0,3.700448818,0,39,1834,600.0,8778,2,0
1,0,3.700448818,0,78,812,400.0,5047,2,0
1,0,3.700448818,0,78,1215,300.0,286,2,0
1,0,3.700448818,0,78,1254,250.0,8778,2,0
1,0,3.6,10,78,2321,100.0,8778,2,0
1,0,3.6,23,14,343,250.0,7057,2,0
1,0,3.6,10,78,2381,150.0,8778,2,0
1,0,3.1,28,14,353,250.0,4068,2,0
1,0,3.3,7,14,330,100.0,8778,2,0
1,0,3.3,67,27,1834,600.0,8778,2,0
1,0,3.4,212,27,1924,800.0,8778,2,0
1,0,3.0,38,27,1814,550.0,8778,2,0
1,0,3.4,19,78,1565,200.0,8778,2,0
1,0,3.1,81,78,970,200.0,8778,2,0
1,0,3.0,46,78,1322,200.0,6308,2,0
1,0,4.0,87,14,330,150.0,3991,2,0
1,0,3.2,9,78,1834,400.0,8778,2,0
1,0,3.9,194,27,2474,400.0,8778,2,0
1,1,4.0,280,28,1197,1500.0,8778,2,0
1,0,3.7,15,19,613,500.0,8778,2,0
1,0,3.9,44,78,2613,500.0,8778,2,0
1,0,3.700448818,0,88,1699,200.0,8778,2,0
1,0,3.3,6,78,1853,500.0,8778,2,0
1,0,3.700448818,0,39,792,200.0,8778,2,0
1,0,3.4,8,78,880,300.0,5042,2,0
1,0,3.3,4,92,1215,500.0,8778,2,0
1,0,3.700448818,0,39,1761,500.0,8778,2,0
1,0,3.4,8,6,1155,550.0,8778,2,0
1,0,3.700448818,0,92,539,300.0,8778,2,0
1,0,3.700448818,0,78,2152,300.0,8778,2,0
1,0,3.700448818,0,78,1215,250.0,8778,2,0
1,0,3.3,6,78,1785,350.0,8778,2,0
1,0,3.2,9,92,388,300.0,8778,2,0
1,0,3.700448818,0,92,1771,300.0,5041,2,0
1,0,3.700448818,0,92,1215,300.0,439,2,0
1,0,3.5,7,78,2537,100.0,5987,2,0
1,0,3.5,9,78,2392,300.0,8778,2,0
1,0,3.700448818,0,78,2076,250.0,8778,2,0
1,0,3.700448818,0,78,1888,350.0,411,2,0
1,0,3.8,86,88,1689,100.0,8778,2,0
1,0,3.9,34,88,1696,150.0,8778,2,0
1,0,3.8,187,19,565,500.0,3995,2,0
1,0,3.1,15,78,930,250.0,8778,2,0
1,0,3.700448818,0,78,388,300.0,8778,2,0
1,0,3.6,16,27,371,900.0,8778,2,0
1,0,3.0,39,78,1834,400.0,1841,2,0
1,0,3.4,8,78,1215,150.0,8778,2,0
1,0,3.1,22,78,1215,400.0,4812,2,0
1,0,3.3,7,78,1580,300.0,8778,2,0
1,0,3.5,16,78,2410,150.0,1950,2,0
1,0,3.9,48,78,1225,400.0,8778,2,0
1,0,3.1,6,0,263,200.0,8778,2,0
1,0,3.700448818,0,92,2154,400.0,3188,2,0
1,0,3.5,17,92,1761,300.0,8778,2,0
1,0,3.700448818,0,39,2136,400.0,8778,2,0
1,0,3.4,7,78,1857,300.0,8778,2,0
1,0,3.5,16,78,892,200.0,2651,2,0
1,0,2.9,7,19,663,400.0,5967,2,0
1,1,4.0,127,27,2099,900.0,8778,2,0
0,0,4.2,434,40,263,400.0,8778,3,0
1,0,4.4,63,40,1159,300.0,8778,3,0
1,0,4.5,583,40,1159,400.0,5242,3,0
1,0,4.2,250,42,330,300.0,8778,3,0
1,0,4.0,17,0,264,450.0,3696,3,0
1,0,4.5,1238,39,1412,500.0,6,3,0
1,0,3.7,18,19,608,400.0,8778,3,0
1,0,4.0,48,42,1159,300.0,8778,3,0
1,0,4.0,221,90,1700,200.0,2891,3,0
1,0,4.2,115,88,1699,400.0,7301,3,0
1,0,3.4,280,87,2565,200.0,8778,3,0
1,0,4.0,87,14,330,200.0,5575,3,0
1,0,3.8,26,16,341,400.0,8778,3,0
0,0,4.0,164,87,2565,150.0,8778,3,0
1,0,4.0,71,40,1159,300.0,3666,3,0
1,0,3.9,38,0,263,500.0,6905,3,0
0,0,4.1,342,0,263,500.0,8778,3,0
1,0,4.0,138,40,1442,250.0,8778,3,0
1,0,3.6,41,39,254,500.0,992,3,0
1,0,3.6,223,90,1695,400.0,6861,3,0
1,0,3.8,32,40,1449,450.0,8778,3,0
1,0,3.8,102,27,1856,800.0,8778,3,0
1,0,3.3,77,0,254,400.0,3367,3,0
1,0,4.0,30,0,263,500.0,4458,3,0
0,0,3.7,22,82,1277,300.0,8778,3,0
0,0,4.0,213,78,2181,555.4315664,8778,3,0
1,0,4.0,207,20,578,500.0,2392,3,0
0,0,3.5,7,88,1692,300.0,8778,3,0
1,0,3.700448818,0,0,263,300.0,6645,3,0
0,0,3.9,41,6,297,200.0,8778,3,0
0,0,3.3,29,90,1699,200.0,8778,3,0
0,0,3.7,22,47,1192,200.0,8778,3,0
0,0,3.6,83,0,254,200.0,8778,3,0
0,0,3.700448818,0,40,1442,200.0,8778,3,0
0,0,3.7,26,87,2565,200.0,8778,3,0
1,0,3.6,6,40,1153,300.0,7899,3,0
0,0,3.3,7,39,1156,250.0,8778,3,0
0,0,3.7,48,92,1153,400.0,8778,3,0
1,0,3.3,9,0,263,400.0,2736,3,0
0,0,3.2,4,88,1691,250.0,8778,3,0
1,0,3.7,47,40,1442,100.0,8778,3,0
1,0,3.4,7,0,254,500.0,2756,3,0
0,0,3.6,13,78,1278,200.0,8778,3,0
1,0,3.700448818,0,19,527,200.0,6417,3,0
1,0,3.5,10,40,1178,250.0,7418,3,0
0,0,3.7,118,40,1449,555.4315664,8778,3,0
0,0,3.700448818,0,6,273,200.0,8778,3,0
0,0,3.700448818,0,40,1178,150.0,8778,3,0
0,0,3.700448818,0,0,263,300.0,8778,3,0
0,0,3.700448818,0,78,1260,200.0,8778,3,0
0,0,3.700448818,0,40,1442,200.0,8778,3,0
1,0,3.3,5,39,1449,400.0,8778,3,0
1,0,3.700448818,0,19,557,500.0,1565,3,0
0,0,3.4,9,88,1686,300.0,8778,3,0
0,0,3.8,47,40,1153,200.0,8778,3,0
0,0,3.7,106,40,1153,600.0,8778,3,0
0,0,3.700448818,0,40,1178,100.0,8778,3,0
1,0,3.700448818,0,17,1225,250.0,1242,3,0
0,0,3.700448818,0,88,1686,300.0,8778,3,0
0,0,3.1,32,78,271,400.0,8778,3,0
0,0,3.700448818,0,40,1178,200.0,8778,3,0
0,0,3.700448818,0,92,1153,400.0,8778,3,0
0,0,3.700448818,0,0,263,500.0,8778,3,0
0,0,3.2,5,88,1699,350.0,8778,3,0
0,0,3.700448818,0,0,254,300.0,8778,3,0
0,0,3.5,12,0,254,300.0,8778,3,0
1,0,3.7,32,56,1443,200.0,8778,3,0
0,0,3.700448818,0,92,330,250.0,8778,3,0
1,0,3.6,29,92,1532,150.0,8778,3,0
1,1,4.0,157,27,1076,1100.0,2502,3,0
0,0,4.6,342,46,1174,400.0,8778,3,0
0,1,4.2,2626,27,784,1300.0,8778,3,0
0,0,4.5,210,23,724,600.0,8778,3,0
1,1,4.1,496,27,1062,700.0,2928,3,0
1,0,4.5,2668,43,1448,500.0,8778,3,0
1,1,4.2,589,19,630,800.0,1805,3,0
1,0,4.6,1028,40,1172,550.0,8778,3,0
1,0,4.5,847,40,1449,400.0,8778,3,0
1,0,4.1,62,40,1181,450.0,8778,3,0
1,0,4.3,673,40,263,500.0,2729,3,0
1,0,4.1,71,19,767,600.0,1076,3,0
1,0,4.5,360,43,1162,300.0,4545,3,0
0,0,4.3,464,40,1451,400.0,8778,3,0
1,0,4.1,147,19,709,1200.0,3330,3,0
0,0,4.3,1904,40,1153,400.0,8778,3,0
1,1,4.2,1722,19,716,650.0,8778,3,0
1,0,3.9,234,40,1449,500.0,8778,3,0
1,0,4.2,605,40,1159,900.0,1052,3,0
1,0,4.2,184,40,1159,350.0,1286,3,0
1,1,4.2,249,29,577,600.0,8535,3,0
1,0,4.1,70,40,1153,400.0,8707,3,0
1,0,4.9,201,40,1153,400.0,8778,3,0
1,0,4.2,220,40,1181,400.0,8778,3,0
1,0,4.1,244,14,341,400.0,7733,3,0
1,0,4.3,70,40,2625,250.0,8778,3,0
1,0,4.2,449,40,1159,300.0,2774,3,0
0,0,3.9,34,88,1696,150.0,8778,3,0
0,0,3.9,144,87,2565,200.0,8778,3,0
1,0,4.2,712,40,264,450.0,5134,3,0
1,0,4.2,346,40,1179,500.0,1356,3,0
0,0,4.1,77,59,1449,300.0,8778,3,0
0,0,4.4,149,92,355,555.4315664,8778,3,0
1,0,3.8,24,40,1159,400.0,2822,3,0
1,0,4.0,189,3,273,500.0,3981,3,0
1,0,4.1,216,14,354,200.0,5353,3,0
1,0,4.1,37,46,1174,500.0,8778,3,0
1,0,3.9,242,40,1178,500.0,8778,3,0
1,0,3.9,72,40,1153,350.0,997,3,0
1,0,4.2,53,40,1159,400.0,6026,3,0
1,0,3.9,191,40,1153,400.0,8778,3,0
1,0,4.0,42,53,1160,400.0,8778,3,0
1,0,3.7,94,0,263,400.0,8778,3,0
1,0,3.9,82,40,1449,800.0,7753,3,0
1,0,4.2,37,40,1542,200.0,8703,3,0
0,0,4.1,324,19,569,700.0,8778,3,0
1,0,4.0,153,17,346,350.0,8778,3,0
1,0,4.0,100,40,254,150.0,1144,3,0
1,0,3.9,155,53,675,400.0,8778,3,0
0,0,3.9,43,14,361,200.0,8778,3,0
0,0,3.4,8,40,254,350.0,8778,3,0
1,0,3.7,24,53,1178,500.0,8778,3,0
1,0,2.8,75,93,1699,150.0,5173,3,0
0,0,4.0,94,92,263,800.0,8778,3,0
1,0,3.7,42,40,1178,400.0,6341,3,0
1,0,4.0,25,40,1153,300.0,8778,3,0
0,0,3.5,11,0,273,200.0,8778,3,0
0,0,3.8,69,20,579,700.0,8778,3,0
0,0,3.9,15,90,1699,100.0,8778,3,0
1,0,3.8,26,0,263,300.0,7840,3,0
1,0,3.5,16,14,339,150.0,633,3,0
0,0,3.6,31,0,273,250.0,8778,3,0
1,0,3.9,107,40,1449,400.0,883,3,0
0,0,3.8,62,3,1153,150.0,8778,3,0
1,0,4.1,450,19,593,400.0,7391,3,0
0,0,2.5,58,39,483,500.0,8778,3,0
1,0,3.4,8,0,277,400.0,2867,3,0
1,0,3.2,12,40,1186,200.0,2806,3,0
0,0,3.2,64,6,280,600.0,8778,3,0
1,0,3.7,176,92,431,400.0,8778,3,0
0,0,3.700448818,0,40,1188,100.0,8778,3,0
1,0,3.5,29,0,1155,400.0,7098,3,0
0,0,3.6,43,35,2467,400.0,8778,3,0
1,0,3.8,34,88,1692,250.0,6714,3,0
0,0,3.7,45,40,263,200.0,8778,3,0
0,0,2.9,27,6,254,400.0,8778,3,0
0,0,3.2,4,88,1689,150.0,8778,3,0
0,0,3.700448818,0,0,254,400.0,8778,3,0
0,0,3.700448818,0,0,254,300.0,8778,3,0
0,0,3.700448818,0,3,263,350.0,8778,3,0
0,0,3.700448818,0,91,1688,200.0,8778,3,0
0,0,3.700448818,0,17,343,150.0,8778,3,0
1,0,3.3,5,88,1686,250.0,4971,3,0
0,0,3.700448818,0,7,293,200.0,8778,3,0
1,0,4.1,95,0,263,500.0,6031,3,0
0,0,3.6,11,78,1344,200.0,8778,3,0
1,0,3.700448818,0,0,254,200.0,3821,3,0
0,0,3.3,6,78,1273,500.0,8778,3,0
0,0,3.6,14,0,263,300.0,8778,3,0
0,0,3.700448818,0,88,1686,250.0,8778,3,0
0,0,3.3,4,0,254,400.0,8778,3,0
0,0,3.700448818,0,40,1153,300.0,8778,3,0
0,0,3.700448818,0,92,1153,550.0,8778,3,0
0,0,3.700448818,0,53,354,150.0,8778,3,0
1,0,3.2,4,1,274,250.0,5079,3,0
0,0,3.700448818,0,92,263,250.0,8778,3,0
0,0,3.700448818,0,53,2281,250.0,8778,3,0
0,0,3.700448818,0,0,254,500.0,8778,3,0
0,0,3.700448818,0,40,1153,800.0,8778,3,0
1,0,3.700448818,0,19,557,400.0,6626,3,0
0,0,3.2,4,91,263,500.0,8778,3,0
1,0,3.700448818,0,40,1185,300.0,8778,3,0
0,0,3.700448818,0,40,1178,200.0,8778,3,0
0,0,3.700448818,0,40,1178,250.0,8778,3,0
0,0,3.5,10,78,1536,250.0,8778,3,0
0,0,3.3,10,87,1192,150.0,8778,3,0
0,0,3.700448818,0,0,254,300.0,8778,3,0
0,0,3.3,6,0,263,350.0,8778,3,0
0,0,3.6,10,53,1442,400.0,8778,3,0
0,0,3.8,38,40,1445,400.0,8778,3,0
0,0,3.3,4,92,263,600.0,8778,3,0
0,0,3.7,9,19,693,400.0,8778,3,0
0,0,3.700448818,0,0,254,350.0,8778,3,0
0,0,3.700448818,0,1,298,100.0,8778,3,0
0,0,3.700448818,0,88,1689,500.0,8778,3,0
0,0,3.700448818,0,0,254,300.0,8778,3,0
0,0,3.5,15,46,1174,400.0,8778,3,0
0,0,3.6,10,40,1178,200.0,8778,3,0
0,0,3.700448818,0,0,273,600.0,8778,3,0
0,0,3.3,10,53,1461,250.0,8778,3,0
0,0,3.5,7,19,685,900.0,8778,3,0
0,0,3.7,49,42,1159,400.0,8778,3,0
0,0,2.9,30,40,1153,250.0,8778,3,0
1,0,3.8,75,88,1699,200.0,5172,3,0
0,0,3.700448818,0,0,273,600.0,8778,3,0
1,0,3.7,22,40,1178,300.0,8778,3,0
0,1,4.9,6375,27,1210,1600.0,8778,4,0
0,1,4.4,201,27,1095,1300.0,8778,4,0
1,1,4.2,3230,32,1761,1600.0,7662,4,0
0,1,4.4,1149,28,2074,1100.0,8778,4,0
1,1,4.5,799,27,1088,800.0,1733,4,0
1,1,4.5,1874,19,635,900.0,3154,4,0
1,1,4.1,1541,27,1602,800.0,4170,4,0
1,1,4.1,624,28,207,1500.0,3081,4,0
1,0,4.1,1272,27,160,900.0,329,4,0
1,0,4.0,827,27,2273,500.0,6656,4,0
1,0,3.7,479,27,950,850.0,8289,4,0
0,0,3.9,204,27,466,550.0,8778,4,0
1,0,3.9,467,27,172,550.0,2124,4,0
1,0,3.9,222,27,76,500.0,6666,4,0
0,0,4.3,315,65,1607,300.0,8778,4,0
1,1,4.1,2724,27,487,800.0,7587,4,0
1,0,3.8,254,27,465,800.0,2230,4,0
1,0,4.2,185,65,1857,300.0,8778,4,0
1,0,3.5,9,78,2392,300.0,8778,4,0
1,0,3.7,37,27,411,400.0,1639,4,0
1,0,3.9,420,27,172,800.0,6347,4,0
1,0,3.9,363,27,1761,600.0,6797,4,0
0,1,4.0,165,8,1346,1100.0,8778,4,0
1,0,4.1,464,19,572,500.0,7926,4,0
1,0,3.7,115,27,880,550.0,8211,4,0
0,0,3.8,52,78,1761,300.0,8778,4,0
1,0,3.7,135,27,1834,500.0,2680,4,0
1,0,3.8,685,27,2491,400.0,7328,4,0
1,0,3.9,255,27,65,500.0,1882,4,0
0,0,3.8,69,78,1607,300.0,8778,4,0
1,1,3.9,65,27,317,600.0,5044,4,0
1,0,4.1,295,27,418,700.0,8778,4,0
1,0,3.0,102,27,2474,600.0,8206,4,0
1,0,4.0,245,78,317,400.0,3221,4,0
1,0,3.7,26,27,1841,700.0,7558,4,0
1,0,4.0,943,27,868,600.0,8352,4,0
1,0,3.6,15,93,1841,700.0,4411,4,0
1,0,3.7,44,27,65,550.0,2219,4,0
1,0,3.9,100,27,868,600.0,8185,4,0
1,1,3.9,74,27,407,700.0,3704,4,0
1,0,3.8,273,27,1991,900.0,4002,4,0
0,0,3.4,5,27,880,1000.0,8778,4,0
1,0,3.8,24,19,739,700.0,8778,4,0
1,0,3.9,68,27,1773,1000.0,6502,4,0
1,0,3.9,214,27,1894,600.0,7613,4,0
1,0,2.7,48,27,1834,700.0,5740,4,0
1,0,3.9,670,27,1761,500.0,7519,4,0
1,0,3.6,218,27,470,600.0,8618,4,0
1,0,3.5,221,90,1695,400.0,563,4,0
1,0,3.6,19,19,686,400.0,3922,4,0
