experiment_id,initialization_timestamp,artifact_time_stamp,running_status,start_time,stop_time,execution_time,message,experiment_file_path,accuracy,is_model_accepted,created_time_stamp
f0507ac5-0582-4d85-979d-0195142f79d8,2023-01-20-23-31-40,2023-01-20-23-31-40,True,2023-01-20 23:31:44.923804,,,Pipeline has been started.,experiment.csv,,,2023-01-20 23:31:44.924795
f0507ac5-0582-4d85-979d-0195142f79d8,2023-01-20-23-31-40,2023-01-20-23-31-40,False,2023-01-20 23:31:44.923804,2023-01-20 23:33:27.586339,0 days 00:01:42.662535,Pipeline has been completed.,experiment.csv,0.9594584578175319,False,2023-01-20 23:33:27.587343
9dd2b5ea-b951-460c-9cad-5423f5f02c28,2023-01-24-14-31-18,2023-01-24-14-31-18,True,2023-01-24 14:31:18.462234,,,Pipeline has been started.,experiment.csv,,,2023-01-24 14:31:18.482228
9dd2b5ea-b951-460c-9cad-5423f5f02c28,2023-01-24-14-31-18,2023-01-24-14-31-18,False,2023-01-24 14:31:18.462234,2023-01-24 14:32:48.784343,0 days 00:01:30.322109,Pipeline has been completed.,experiment.csv,0.9595020658579279,True,2023-01-24 14:32:48.784343
f8f12103-6730-4b4a-9df4-c2fc68abfcf5,2023-01-24-14-36-39,2023-01-24-14-36-39,True,2023-01-24 14:36:39.881223,,,Pipeline has been started.,experiment.csv,,,2023-01-24 14:36:39.892218
f8f12103-6730-4b4a-9df4-c2fc68abfcf5,2023-01-24-14-36-39,2023-01-24-14-36-39,False,2023-01-24 14:36:39.881223,2023-01-24 14:38:13.029572,0 days 00:01:33.148349,Pipeline has been completed.,experiment.csv,0.9595893405579672,True,2023-01-24 14:38:13.029572
7b476e1c-3a84-4871-9837-b85b36579e17,2023-01-25-00-36-17,2023-01-25-00-36-17,True,2023-01-25 00:36:17.485188,,,Pipeline has been started.,experiment.csv,,,2023-01-25 00:36:17.506160
7b476e1c-3a84-4871-9837-b85b36579e17,2023-01-25-00-36-17,2023-01-25-00-36-17,False,2023-01-25 00:36:17.485188,2023-01-25 00:39:18.410021,0 days 00:03:00.924833,Pipeline has been completed.,experiment.csv,0.9594077714783649,False,2023-01-25 00:39:18.410021
