online_order,book_table,votes,rest_type,cuisines,cost,menu_item,type,city
0,1,8382,77,23,2000.0,8778,5,7
1,0,18,78,330,150.0,8778,2,0
1,0,89,78,1324,250.0,8134,4,9
0,0,0,78,2537,200.0,8778,4,23
1,0,243,78,302,400.0,8778,2,23
0,0,0,78,1215,200.0,8778,4,10
1,0,171,78,1313,200.0,6190,4,12
1,0,22,88,1689,250.0,8778,2,3
0,0,13,58,1215,250.0,8778,4,15
0,0,61,78,129,500.0,8778,4,17
0,0,10,27,1872,700.0,8778,4,20
1,0,97,19,686,350.0,4197,1,15
0,1,467,77,1105,2100.0,8778,5,16
1,1,2291,28,1212,1400.0,7183,4,21
0,0,0,27,2474,500.0,8778,4,16
0,1,858,49,215,3000.0,8778,4,5
0,0,0,88,1699,150.0,8778,3,15
0,0,38,78,1888,250.0,8778,4,0
1,0,59,88,1301,300.0,8778,3,27
0,0,0,78,1215,300.0,8778,2,14
1,0,0,78,2454,300.0,4264,2,0
1,0,23,88,1699,300.0,4986,2,23
0,0,0,78,1256,150.0,8778,2,18
0,0,9,19,557,400.0,8778,1,5
0,0,179,40,1155,300.0,8778,3,28
0,0,7,78,443,200.0,8778,2,16
1,0,399,43,1171,700.0,837,3,15
1,0,11,78,1215,200.0,8778,2,1
0,0,34,65,1789,300.0,8778,2,0
1,0,551,78,1216,600.0,8778,4,0
1,0,1128,39,450,650.0,2998,2,17
1,0,122,19,591,600.0,8778,4,5
0,0,281,90,1692,400.0,8778,2,28
0,0,58,78,2359,350.0,8778,4,27
0,0,100,93,1834,500.0,8778,2,6
0,0,6,78,1565,300.0,8778,4,17
1,0,0,92,1715,300.0,6750,2,27
0,0,0,78,1802,150.0,8778,2,0
0,0,4,78,1761,450.0,8778,4,0
0,1,550,27,1642,1800.0,8778,4,5
0,0,15,46,1174,400.0,8778,4,18
1,0,220,27,2026,800.0,8778,2,11
0,0,0,78,2381,200.0,8778,4,29
0,0,190,8,1346,600.0,8778,6,21
1,0,16,78,390,600.0,8778,2,12
0,1,538,33,2117,1500.0,8778,4,5
0,0,0,78,1215,100.0,8778,4,5
1,0,57,27,1775,650.0,8778,4,2
1,0,15,78,1304,200.0,8778,2,28
0,0,0,78,1834,300.0,8778,2,5
1,1,454,27,1062,700.0,2929,4,0
1,0,0,39,2615,300.0,8778,2,21
1,0,118,39,2136,200.0,6290,2,23
1,0,9,15,779,500.0,6671,4,22
0,0,500,27,2178,555.4315664,8778,2,13
1,0,232,39,388,650.0,3494,2,15
0,0,1189,27,1204,1500.0,8778,4,26
1,0,264,78,486,450.0,8778,2,25
1,0,11,14,359,150.0,8778,2,13
0,0,0,78,1249,250.0,8778,4,3
1,0,28,53,2294,250.0,7199,4,21
0,0,4048,69,1001,1500.0,8778,5,27
0,0,0,78,2537,100.0,8778,4,29
1,0,454,27,302,600.0,4466,2,18
0,0,609,76,1031,1300.0,8778,5,7
1,0,97,17,343,400.0,5936,2,6
0,0,0,92,263,600.0,8778,2,19
1,0,80,78,119,300.0,2403,2,9
1,0,99,78,1699,400.0,8778,3,14
0,0,53,78,1623,300.0,8778,4,16
0,0,0,78,465,200.0,8778,2,25
0,0,70,78,2298,500.0,8778,4,5
0,0,538,27,2474,500.0,8778,4,20
1,0,667,27,179,800.0,1266,2,6
1,0,498,78,2571,250.0,3358,4,14
1,1,387,28,1677,1500.0,2982,2,17
0,0,0,78,1834,500.0,8778,4,24
0,0,10,78,2394,400.0,8778,4,12
0,0,31,78,1752,350.0,8778,4,7
0,0,27,78,2381,250.0,8778,4,0
0,0,0,78,2012,300.0,8778,2,27
1,0,28,78,1339,150.0,8637,2,1
1,0,40,19,685,350.0,5228,1,9
1,0,136,27,2455,1000.0,8778,2,6
0,0,13,78,1951,400.0,8778,4,20
0,0,83,27,422,650.0,8778,2,22
1,0,11,27,114,600.0,4338,2,6
1,0,207,27,1597,500.0,8778,4,0
1,0,190,78,2440,250.0,2904,4,0
0,1,2745,27,220,1400.0,8778,4,6
1,1,149,27,95,900.0,5141,2,17
1,0,39,78,49,600.0,8778,2,24
1,0,21,39,1734,300.0,8778,2,0
0,0,30,78,873,500.0,8778,4,0
0,0,122,28,1984,1200.0,8778,4,21
0,0,4,28,75,1500.0,8778,4,8
1,0,258,78,535,500.0,8778,2,4
1,0,4,78,1834,350.0,8778,2,25
0,0,0,78,792,200.0,8778,4,14
0,0,0,39,792,600.0,8778,2,21
1,0,155,27,308,600.0,8778,4,23
1,0,0,92,263,350.0,2761,2,18
1,0,224,92,1834,250.0,8778,2,0
1,0,0,78,1761,250.0,4861,4,21
0,0,4,78,1215,300.0,8778,2,10
1,0,127,78,1761,400.0,8778,2,4
0,0,0,14,1530,100.0,8778,2,21
0,0,6,78,1300,250.0,8778,2,16
0,0,58,27,63,900.0,8778,2,23
0,0,4,78,2381,150.0,8778,4,19
1,0,74,27,194,800.0,5784,3,12
0,0,6,39,2050,400.0,8778,2,17
1,0,19,27,2421,400.0,4700,2,12
1,0,6,92,295,400.0,1478,2,18
1,0,16,17,343,200.0,6035,2,0
1,0,4,17,362,200.0,3023,2,12
1,0,53,40,1153,600.0,8778,4,5
0,0,7,78,419,300.0,8778,4,18
0,0,41,92,388,600.0,8778,2,9
1,0,76,78,2316,300.0,5362,2,16
1,0,184,40,1159,350.0,1286,3,0
0,1,4845,27,1467,1500.0,8778,4,0
1,0,41,27,1565,500.0,8778,4,27
1,0,170,19,590,600.0,5375,1,12
1,0,74,39,2236,600.0,8778,2,18
0,0,20,78,2381,200.0,8778,4,0
1,1,188,27,146,800.0,8778,2,4
0,0,16,65,54,200.0,8778,4,8
1,0,3581,19,716,650.0,8778,4,27
0,0,26,78,2381,100.0,8778,4,5
0,0,0,78,1761,500.0,8778,4,29
1,0,6,78,1834,250.0,8778,2,10
1,0,21,40,1449,200.0,8778,3,3
1,0,3547,19,716,650.0,8778,1,5
0,0,0,78,1951,300.0,8778,2,27
1,0,24,78,404,250.0,8778,2,0
0,1,183,27,2003,2200.0,8778,0,21
1,0,117,27,1808,600.0,8778,2,18
1,0,0,14,354,200.0,8778,2,10
1,0,23,92,1532,150.0,8714,2,17
1,0,1972,78,536,600.0,8594,4,29
1,0,188,78,2537,200.0,8778,2,29
1,0,18,59,409,100.0,8778,2,12
0,0,0,0,293,500.0,8778,3,3
0,0,6,27,1761,600.0,8778,4,6
1,0,84,78,1834,300.0,2040,2,23
1,0,10,78,1606,300.0,8778,4,15
0,0,132,27,2182,650.0,8778,4,20
0,0,12,78,419,500.0,8778,4,10
1,0,4,78,388,300.0,8778,2,29
1,0,17,92,1532,150.0,4370,2,6
0,0,196,27,56,600.0,8778,2,8
1,1,99,28,1029,1100.0,3456,2,23
0,0,26,40,1153,350.0,8778,2,20
1,0,750,27,1951,500.0,8778,2,3
0,0,0,92,2321,200.0,8778,2,26
0,0,38,78,811,300.0,8778,4,9
0,0,0,39,1761,250.0,8778,2,2
1,0,5,53,2381,400.0,8778,4,29
1,0,0,0,254,150.0,3439,2,15
1,0,184,39,956,600.0,8113,2,17
0,0,31,27,1663,1700.0,8778,4,5
0,0,5,40,1153,200.0,8778,3,4
0,0,247,27,138,450.0,8778,2,14
1,1,144,19,720,700.0,8778,2,11
0,0,0,78,2381,200.0,8778,4,29
1,1,190,19,557,1000.0,8778,4,10
1,0,66,78,388,700.0,8778,4,18
1,1,1473,27,17,1500.0,8778,2,11
1,0,117,19,244,700.0,8778,1,20
0,0,4,78,1834,350.0,8778,4,2
0,0,64,78,1222,250.0,8778,3,3
1,0,53,27,2395,750.0,8778,4,17
1,0,91,0,263,500.0,6919,3,12
1,0,2192,27,2113,750.0,3732,4,28
1,0,722,19,606,1000.0,753,4,14
1,1,3498,77,1000,1700.0,8778,4,27
1,0,23,78,2474,250.0,4260,2,27
1,0,8,78,2152,500.0,5886,2,2
1,0,187,14,341,400.0,3027,2,16
1,0,0,39,2095,550.0,8778,2,28
0,0,547,27,1761,450.0,8778,2,16
0,0,7,78,443,200.0,8778,4,10
0,0,16,53,63,900.0,8778,4,20
0,0,0,78,1606,400.0,8778,2,19
0,1,1339,28,1207,2100.0,8778,4,20
0,0,42,27,1213,2000.0,8778,4,5
1,0,9,92,89,300.0,8778,2,29
1,0,106,78,2381,150.0,8778,2,10
1,0,34,27,70,500.0,8778,2,28
0,0,10,92,317,300.0,8778,2,17
0,0,222,40,1444,200.0,8778,2,20
1,1,2576,8,1054,1200.0,8403,2,18
0,0,0,0,254,600.0,8778,2,19
0,0,0,78,1816,600.0,8778,2,23
1,0,293,78,597,650.0,545,4,6
1,0,82,78,1761,200.0,8778,2,10
1,0,15,78,1770,350.0,8778,2,26
1,0,439,19,635,750.0,8778,4,10
1,0,17,78,2469,200.0,7868,4,18
1,0,2620,43,1448,500.0,1210,3,17
1,0,74,27,1950,450.0,8778,4,26
1,0,611,27,825,750.0,8778,2,14
0,0,0,78,2474,400.0,8778,4,8
1,0,317,27,79,800.0,8778,2,22
1,0,0,78,950,300.0,3446,4,16
1,1,767,27,1945,1700.0,8778,4,17
1,1,1670,27,1516,1300.0,1550,2,25
1,0,0,78,14,200.0,8778,2,18
0,0,7,27,118,500.0,8778,2,8
0,0,35,19,557,300.0,8778,4,27
0,0,0,19,772,300.0,8778,2,23
1,0,166,78,1215,300.0,8778,4,16
1,0,0,78,535,500.0,3910,4,11
0,0,0,78,792,300.0,8778,2,23
0,0,0,5,263,555.4315664,8778,2,20
1,0,17,92,1761,300.0,8778,2,17
1,0,9,78,1238,200.0,8778,2,4
1,0,51,78,1761,300.0,8778,2,17
0,0,34,78,1510,650.0,8778,2,17
1,0,0,39,1761,800.0,8778,2,7
1,1,903,27,59,750.0,3187,2,6
0,0,42,27,968,500.0,8778,4,27
0,1,1533,69,1710,2000.0,8778,4,0
1,0,20,19,596,500.0,1826,2,22
0,0,0,78,1215,300.0,8778,4,22
1,0,536,39,1155,600.0,8778,2,4
0,1,424,50,792,3500.0,8778,6,5
1,0,132,40,1442,180.0,8778,2,20
1,0,64,78,1565,400.0,5024,2,19
0,0,0,78,1761,350.0,8778,2,9
1,1,763,27,1761,600.0,8778,0,13
1,0,95,78,846,400.0,8778,2,8
0,0,99,78,2540,200.0,8778,4,17
1,0,136,78,2309,600.0,1443,4,1
0,0,179,78,2071,400.0,8778,4,12
1,0,57,78,2381,300.0,8778,2,15
0,0,0,27,880,650.0,8778,4,26
1,0,25,78,1761,200.0,8778,2,11
0,0,142,0,254,500.0,8778,2,15
0,0,0,88,1686,300.0,8778,3,27
0,0,20,78,2152,400.0,8778,4,23
1,0,161,78,2211,300.0,8778,2,20
1,0,223,39,1834,500.0,7582,2,0
1,0,61,78,1245,350.0,7378,2,13
1,0,35,92,1761,300.0,8778,2,10
1,0,0,38,1153,200.0,1185,2,5
1,1,222,10,186,2000.0,8778,2,11
0,0,29,88,1686,250.0,8778,2,29
0,1,731,19,634,800.0,8778,1,3
0,0,10,59,389,550.0,8778,4,29
1,0,47,78,1247,400.0,8778,4,18
0,0,34,78,1565,200.0,8778,2,29
0,0,11,0,263,400.0,8778,2,9
0,0,0,19,557,300.0,8778,1,26
0,0,31,8,2028,700.0,8778,2,14
0,1,93,20,582,1000.0,8778,1,20
1,0,6,78,1834,300.0,8778,2,13
1,0,104,78,1215,200.0,3049,4,13
0,0,7,78,2397,500.0,8778,2,5
1,0,28,19,752,600.0,2021,4,11
1,0,858,27,2600,1800.0,8778,4,7
0,0,5,78,792,100.0,8778,4,15
0,0,0,78,2136,150.0,8778,4,14
1,0,5,27,792,800.0,1956,4,16
0,0,6,78,1565,300.0,8778,2,18
1,0,0,78,1293,200.0,8778,2,18
0,1,183,28,1521,1800.0,8778,4,7
1,1,496,19,630,800.0,4388,1,17
1,0,18,14,365,150.0,8778,2,0
0,0,4,39,1955,500.0,8778,2,19
1,0,61,19,708,600.0,8778,4,17
1,0,141,27,2026,800.0,891,2,6
1,0,24,78,472,750.0,7339,4,19
1,0,555,27,1704,1800.0,8778,4,4
1,0,89,53,868,500.0,2015,4,29
1,0,19,78,1761,800.0,8778,2,12
1,0,908,27,2086,600.0,8778,4,0
0,1,53,27,1144,1100.0,8778,0,27
0,0,197,78,2381,150.0,8778,4,2
1,0,14,27,2474,600.0,4678,2,12
1,0,118,27,994,1000.0,8778,0,7
1,0,9,78,2332,200.0,8778,2,25
0,0,55,19,718,750.0,8778,2,21
1,0,146,27,792,600.0,8293,4,12
0,0,1697,27,1834,1200.0,8778,2,19
0,0,39,78,2469,250.0,8778,4,13
1,0,0,78,1834,450.0,7388,2,13
1,0,5,17,2592,250.0,1415,1,23
1,0,87,14,330,200.0,5570,2,18
1,0,36,78,1834,200.0,2896,2,13
1,0,35,78,1215,300.0,8778,4,2
1,0,0,57,2252,400.0,8778,2,7
0,0,7,27,1565,700.0,8778,2,8
1,0,11,27,2147,500.0,8778,2,19
1,0,161,27,950,700.0,8778,4,7
1,0,15,78,2388,400.0,8778,2,14
0,1,3919,76,1358,1000.0,8778,5,19
1,0,0,39,2136,300.0,8778,2,13
0,0,0,78,1761,300.0,8778,2,17
1,0,4,78,502,200.0,314,4,12
1,0,8,39,2472,500.0,8778,2,28
1,0,44,39,894,350.0,8778,2,25
1,0,98,27,2092,500.0,8778,2,28
1,0,202,27,1620,800.0,8778,4,15
1,0,176,27,95,800.0,8778,2,1
1,0,41,78,1761,150.0,8778,4,2
0,0,38,8,1367,2000.0,8778,5,5
0,0,18,17,1549,150.0,8778,4,1
0,0,0,78,2421,250.0,8778,4,29
0,0,367,19,557,350.0,8778,1,16
1,0,48,2,258,500.0,5781,4,11
1,0,57,27,1962,400.0,5980,4,15
1,0,171,78,1922,250.0,8778,2,0
1,0,172,78,535,500.0,7356,4,19
1,0,51,78,1834,400.0,8778,2,13
1,0,27,0,273,500.0,8778,2,10
1,0,260,19,557,700.0,8778,1,7
1,0,40,27,1955,600.0,8778,2,1
1,0,204,2,1017,600.0,8778,3,10
1,1,674,27,952,900.0,8778,2,17
0,0,34,19,675,700.0,8778,3,6
0,0,9,78,1834,350.0,8778,2,8
0,0,0,78,1260,200.0,8778,3,18
1,0,9,78,2556,250.0,8778,2,2
0,0,16,27,1984,1100.0,8778,4,27
1,0,11,14,359,150.0,8778,2,12
1,0,95,78,2026,300.0,7109,4,16
0,0,12,78,2381,200.0,8778,4,10
0,1,3864,27,2010,1600.0,8778,4,13
1,0,13,39,532,300.0,8778,2,14
1,0,567,16,1164,400.0,8778,2,11
1,0,14,90,1699,400.0,8778,4,24
1,0,155,27,2489,400.0,8778,2,1
0,0,145,29,891,1000.0,8778,0,21
1,0,214,40,1452,400.0,8778,2,10
0,0,20,78,1761,300.0,8778,2,25
1,0,363,19,755,500.0,6268,2,18
0,0,33,78,2421,400.0,8778,4,9
0,0,32,27,2026,800.0,8778,2,9
1,1,1626,27,2317,1500.0,8778,4,17
1,0,3001,19,606,1000.0,8778,2,0
0,0,700,10,1011,555.4315664,8778,4,11
1,1,2286,28,1212,1400.0,8778,5,20
1,1,726,29,10,1700.0,8778,1,27
1,0,716,27,1480,1000.0,8778,4,10
1,1,418,27,212,1200.0,755,2,15
0,0,117,53,325,400.0,8778,4,28
1,0,64,78,1565,400.0,8778,4,18
0,1,608,27,1145,1100.0,8778,2,9
0,0,31,39,2473,400.0,8778,2,16
1,0,258,27,65,500.0,1879,2,12
1,0,130,28,977,1200.0,3407,2,17
1,0,147,78,2256,600.0,8778,2,21
0,1,278,28,75,800.0,8778,6,21
1,0,53,78,1390,350.0,5600,2,17
1,0,221,78,1628,300.0,6630,4,16
1,0,0,78,2146,350.0,8778,4,10
1,1,266,28,1979,1000.0,8778,4,23
0,0,336,27,1761,600.0,8778,4,13
0,0,9,40,1155,250.0,8778,2,13
0,1,336,28,1597,1800.0,8778,6,7
1,0,277,27,1586,700.0,8778,2,11
0,0,4,78,1834,300.0,8778,2,19
0,0,88,27,2184,750.0,8778,4,20
1,1,537,10,2116,1500.0,8778,2,8
1,0,457,27,1761,650.0,8778,2,17
0,0,5,47,1185,150.0,8778,4,8
1,0,66,22,719,700.0,8268,4,19
1,1,2144,36,825,2000.0,6355,4,20
0,0,0,78,2474,350.0,8778,4,27
1,0,19,27,2256,400.0,8778,2,17
0,0,0,78,2381,200.0,8778,4,19
0,0,0,92,302,400.0,8778,2,24
0,0,5,28,2136,700.0,8778,4,18
1,0,132,27,492,600.0,7968,2,19
1,0,310,19,628,750.0,8778,1,0
1,0,0,92,1715,300.0,6750,2,14
1,0,37,14,365,200.0,8778,2,11
1,0,78,40,1159,500.0,8748,2,5
0,0,1772,27,56,800.0,8778,2,7
0,0,2240,10,1353,1100.0,8778,6,5
1,0,136,78,535,500.0,8778,4,26
0,0,21,78,388,200.0,8778,2,16
0,0,31,27,1068,1000.0,8778,4,5
1,0,1106,2,261,600.0,1531,4,20
1,0,106,78,385,300.0,8778,4,17
1,0,31,78,2381,150.0,7878,2,0
1,0,5,78,880,300.0,8778,2,0
0,0,9,27,1093,1000.0,8778,4,29
0,0,0,78,384,300.0,8778,4,18
0,1,6907,71,1984,1400.0,8778,5,11
0,0,7,27,1761,500.0,8778,4,24
1,0,91,78,1888,400.0,8778,2,1
1,0,186,78,868,500.0,2491,2,15
0,0,82,49,1467,2500.0,8778,4,20
1,1,197,27,455,800.0,8632,4,21
0,0,19,3,254,150.0,8778,3,7
0,0,12,27,54,500.0,8778,4,11
1,0,432,20,741,700.0,758,3,7
1,0,120,40,1178,400.0,5732,3,6
0,1,288,27,990,1500.0,8778,0,6
1,1,1176,73,1351,1300.0,2418,2,17
0,0,0,78,2381,200.0,8778,4,6
1,1,402,21,667,1200.0,8778,1,18
0,0,0,40,1153,400.0,8778,3,14
1,0,58,78,2014,400.0,1222,4,13
0,0,108,27,1984,800.0,8778,4,21
1,0,888,19,636,800.0,8778,2,10
0,0,4,78,302,200.0,8778,4,29
0,0,129,29,1018,555.4315664,8778,3,21
1,0,0,78,2563,150.0,8778,4,12
1,1,302,27,1386,1000.0,8778,2,21
0,0,21,78,2381,200.0,8778,4,17
1,0,34,39,1113,600.0,1468,2,5
1,1,1437,27,2533,1500.0,6729,4,14
0,0,0,78,1761,200.0,8778,4,9
0,0,388,19,557,1100.0,8778,4,7
1,0,81,27,1834,500.0,8619,2,3
1,0,28,40,1442,200.0,8778,3,16
0,1,6907,71,1984,1400.0,8778,4,11
1,0,7,88,1691,300.0,8778,3,2
1,0,81,40,1153,300.0,2846,3,24
0,0,15,78,2537,100.0,8778,4,14
1,0,189,40,1153,400.0,7772,2,19
1,0,68,78,1740,550.0,8778,2,0
0,0,52,78,2381,300.0,8778,4,13
1,0,7,27,1761,700.0,8778,2,26
1,0,85,78,1304,400.0,6302,2,17
0,0,0,39,977,500.0,8778,2,26
1,1,871,27,226,1800.0,8778,4,20
1,0,497,27,950,600.0,8778,4,6
1,0,65,78,502,350.0,8778,4,17
1,1,1937,27,2608,2100.0,8778,2,20
1,0,72,27,1857,450.0,4147,2,13
1,1,355,29,2246,600.0,3924,0,22
1,0,9,78,1834,400.0,8778,4,0
0,0,521,2,2305,1400.0,8778,1,5
1,0,201,19,649,800.0,8778,4,18
0,0,4,8,880,1000.0,8778,5,5
1,0,0,39,2591,200.0,5457,2,18
0,0,0,92,1155,300.0,8778,3,5
1,0,124,92,520,500.0,8778,3,11
1,0,20,87,2220,500.0,8778,2,8
0,0,0,78,2469,200.0,8778,2,16
1,0,789,78,2489,300.0,4697,2,17
0,1,644,76,1098,1500.0,8778,5,11
1,0,706,40,264,450.0,8778,3,19
1,0,122,27,147,700.0,8778,2,15
0,0,0,78,1834,350.0,8778,2,29
1,0,95,78,2026,300.0,7108,2,16
0,0,158,61,1061,1300.0,8778,4,18
1,1,673,27,952,900.0,8778,0,16
1,0,122,27,147,700.0,8778,2,14
0,0,0,78,2469,300.0,8778,2,12
1,0,64,78,1625,300.0,8778,4,0
1,0,54,27,1415,550.0,8778,2,27
1,1,143,27,1658,1000.0,8778,2,13
0,0,9,14,330,200.0,8778,2,16
0,0,595,27,65,650.0,8778,4,6
0,0,32,78,1752,350.0,8778,2,21
1,0,309,27,438,750.0,8778,4,15
0,0,1563,27,302,1000.0,8778,4,11
0,0,222,40,1444,200.0,8778,2,21
0,0,34,8,2382,1000.0,8778,4,17
1,1,1022,27,2080,700.0,8778,2,7
1,0,12,78,1834,250.0,8778,2,0
1,0,56,14,341,400.0,6939,2,24
1,0,43,27,943,900.0,2054,2,22
0,0,4,8,1834,1000.0,8778,5,0
0,0,0,78,1761,350.0,8778,2,6
1,0,144,78,2381,150.0,167,2,16
0,0,124,82,2219,250.0,8778,4,8
1,0,22,78,1302,200.0,5168,2,5
1,0,0,78,388,300.0,3552,2,17
1,0,15,14,341,400.0,6937,3,28
1,0,69,17,1537,150.0,8778,2,0
1,0,42,40,1215,250.0,8778,2,2
1,0,56,27,1622,900.0,3513,2,6
1,0,201,78,2211,300.0,4853,2,0
1,0,16,27,1834,700.0,8778,4,6
1,0,0,14,1225,200.0,4066,1,19
1,0,155,78,1588,400.0,2357,4,19
1,0,140,78,1606,200.0,8778,4,2
1,0,7,78,1565,300.0,8778,4,29
0,0,0,78,2381,200.0,8778,4,8
0,0,11,78,2381,100.0,8778,4,9
1,0,845,39,1413,500.0,8778,2,11
1,0,43,27,943,900.0,2054,2,21
1,0,787,27,922,800.0,5110,2,3
1,0,918,22,743,800.0,2927,0,3
1,0,89,27,2089,650.0,8778,4,24
1,0,47,40,1178,300.0,5372,3,21
0,1,217,28,1140,1200.0,8778,5,16
0,0,43,14,1529,150.0,8778,4,26
0,0,6,78,388,300.0,8778,2,10
1,0,137,92,465,500.0,8778,2,0
1,1,3712,30,2235,1300.0,8778,4,21
1,0,15,78,1761,300.0,2912,2,18
0,0,15,27,1768,700.0,8778,4,2
0,0,0,78,2560,300.0,8778,4,21
1,0,888,39,263,500.0,8778,2,11
1,0,647,27,956,500.0,2217,4,11
0,0,40,78,1761,400.0,8778,4,11
1,0,0,92,1897,350.0,8778,2,29
1,0,0,92,2123,300.0,8778,2,16
0,1,25,19,754,2200.0,8778,3,11
1,0,181,14,382,250.0,8778,4,12
1,0,19,39,1761,300.0,8778,2,11
0,0,0,92,805,500.0,8778,2,12
0,0,255,78,2381,150.0,8778,4,13
0,0,24,19,689,550.0,8778,1,15
1,0,169,27,1761,800.0,8778,4,13
0,0,95,78,1215,500.0,8778,4,5
1,1,3764,29,2246,600.0,8778,2,10
0,1,604,60,1145,1800.0,8778,5,25
1,0,740,39,880,500.0,8778,2,13
0,0,0,92,1153,300.0,8778,2,29
1,0,25,27,1834,600.0,6245,2,18
1,1,1192,76,1880,1200.0,8778,5,23
1,0,32,78,1834,400.0,8778,2,16
0,0,0,39,2050,400.0,8778,2,5
0,0,23,19,617,400.0,8778,1,23
0,0,7,78,2381,200.0,8778,4,22
1,0,19,27,1834,700.0,2129,4,22
1,0,1218,8,1023,2000.0,8778,5,21
0,1,749,73,1355,1100.0,8778,6,21
1,0,222,53,1159,450.0,8778,3,27
1,0,0,78,2381,250.0,1682,4,29
1,0,1063,19,635,800.0,8778,4,17
1,0,6,0,263,200.0,8778,2,0
0,0,51,92,1902,500.0,8778,2,0
0,0,17,65,107,400.0,8778,4,23
0,0,20,78,2080,400.0,8778,4,23
1,0,69,39,117,400.0,7284,2,17
1,1,205,73,820,1000.0,3875,2,12
1,0,42,78,2474,300.0,5057,4,1
0,0,24,78,1963,300.0,8778,4,0
1,0,100,78,2556,200.0,8778,2,2
0,0,0,78,2410,250.0,8778,4,12
1,1,938,28,27,1000.0,8778,6,21
0,1,675,49,1650,3500.0,8778,4,7
0,0,29,39,1761,400.0,8778,2,11
1,0,17,78,2410,200.0,146,2,6
0,0,6,78,792,250.0,8778,4,0
1,0,113,40,1045,500.0,8778,4,20
0,0,0,79,1274,150.0,8778,3,7
0,0,6,78,388,150.0,8778,4,28
1,1,2022,27,2136,1000.0,8778,2,1
1,0,59,27,950,650.0,8778,4,0
0,0,357,78,952,500.0,8778,4,17
1,0,6,27,2494,600.0,265,2,18
1,0,30,78,465,400.0,6817,4,28
1,0,1204,19,708,600.0,7766,4,11
0,0,4,27,1761,700.0,8778,4,27
1,0,457,27,792,1000.0,8778,0,17
1,1,1015,8,1023,1300.0,8778,2,19
1,0,1332,22,713,1000.0,8778,5,25
1,1,1365,28,51,1800.0,8778,4,4
0,0,161,78,388,300.0,8778,2,7
1,0,240,27,1761,800.0,8778,4,28
1,0,135,42,1159,400.0,654,2,25
1,0,35,78,1215,300.0,1738,4,0
0,0,38,27,2210,900.0,8778,0,17
1,0,7,78,457,500.0,8778,4,16
0,0,5,91,263,500.0,8778,3,17
0,0,0,78,2454,400.0,8778,4,18
0,0,6,53,2392,300.0,8778,4,28
0,0,12,78,2410,200.0,8778,4,21
1,0,37,78,1048,200.0,8778,4,17
0,1,169,8,1981,1400.0,8778,6,8
0,1,473,27,1712,800.0,8778,3,5
1,0,7,78,1321,350.0,6359,2,6
1,0,313,92,1418,650.0,8778,3,17
1,0,131,40,1442,230.0,5604,2,13
1,0,0,0,263,500.0,8778,3,23
1,0,6,78,1236,350.0,777,2,17
1,0,222,78,531,700.0,4506,2,5
0,0,7,78,939,300.0,8778,2,12
0,0,28,40,1153,300.0,8778,3,26
1,0,159,78,343,600.0,8778,4,11
1,0,740,19,649,750.0,3950,4,7
0,0,19,78,396,500.0,8778,4,9
1,0,275,19,557,500.0,245,1,18
1,1,183,28,922,900.0,8778,4,8
1,0,833,27,470,550.0,2119,4,4
1,0,15,14,341,400.0,8778,2,28
0,0,0,39,2136,100.0,8778,2,24
1,1,559,19,649,1200.0,8778,2,14
1,0,0,39,2591,200.0,6569,2,27
0,0,0,78,2381,350.0,8778,4,12
0,0,0,78,792,100.0,8778,4,14
0,0,0,78,419,250.0,8778,4,16
0,0,39,78,1636,250.0,8778,4,16
1,0,140,78,443,400.0,8778,4,11
1,0,26,78,2381,100.0,8778,4,12
1,0,137,78,2510,250.0,8778,2,0
1,0,9,78,2381,100.0,8778,2,9
1,0,22,92,2474,500.0,2609,2,10
1,0,77,19,644,600.0,1548,2,12
1,0,324,27,1856,650.0,8778,2,26
0,0,134,23,675,400.0,8778,1,8
1,0,304,78,2252,400.0,8778,2,29
0,0,0,39,388,400.0,8778,2,28
1,0,118,27,792,500.0,8778,4,27
0,0,6,78,1565,250.0,8778,4,18
1,0,409,78,1431,350.0,8148,2,24
1,0,4,27,1902,450.0,8778,4,23
0,0,26,19,557,400.0,8778,4,28
0,0,8,92,1153,150.0,8778,3,26
0,0,17,78,1834,200.0,8778,2,0
1,1,960,78,1834,500.0,8778,2,8
1,0,156,27,1834,450.0,7646,4,19
1,0,0,78,878,300.0,8778,2,13
1,0,98,39,1305,500.0,8778,2,25
1,0,69,78,1178,300.0,5661,2,5
0,0,24,78,1215,300.0,8778,4,12
0,0,4,91,1338,100.0,8778,2,22
0,0,10,19,685,900.0,8778,3,14
1,0,16,39,1410,350.0,1736,2,17
1,0,23,78,1761,450.0,8778,4,6
1,0,175,92,431,400.0,8778,2,19
1,0,2043,27,484,800.0,8778,4,8
0,0,0,27,1263,450.0,8778,4,13
1,0,17,78,1417,500.0,1399,2,16
1,0,191,27,1834,400.0,8778,2,28
1,0,829,27,1636,850.0,8778,4,10
0,0,299,78,1324,300.0,8778,2,1
0,1,200,19,622,700.0,8778,4,2
1,0,21,78,54,500.0,8778,2,19
1,0,447,27,2358,700.0,8778,2,7
1,0,162,27,950,700.0,1788,2,27
1,0,1837,27,2211,900.0,4084,4,11
0,0,6,78,792,250.0,8778,2,0
0,0,21,40,1178,555.4315664,8778,2,25
1,0,0,39,1761,500.0,8778,2,17
0,0,17,27,1747,550.0,8778,4,21
1,0,91,19,688,300.0,8778,1,13
1,0,69,27,2012,650.0,6125,2,22
