online_order,book_table,votes,rest_type,cuisines,cost,menu_item,type,city
0,0,0,27,235,500.0,8778,2,12
0,1,245,49,2607,3500.0,8778,4,11
1,0,23,78,2381,200.0,2084,2,13
0,0,43,27,2005,1000.0,8778,0,13
1,0,0,57,2239,400.0,4107,2,5
1,0,387,27,470,800.0,8778,2,6
0,0,16,78,2381,250.0,8778,4,19
1,0,10,53,2392,500.0,8778,2,2
0,0,0,27,1834,650.0,8778,4,13
0,0,13,78,388,200.0,8778,4,29
0,0,128,6,280,600.0,8778,3,28
1,0,1252,28,1670,1400.0,8778,2,28
0,0,56,39,483,500.0,8778,3,16
1,0,48,90,1699,150.0,4818,2,15
0,0,6,19,557,500.0,8778,3,11
0,0,96,78,1215,500.0,8778,2,27
0,1,1914,28,2074,1100.0,8778,5,23
1,0,124,20,578,450.0,8778,1,25
1,0,43,40,1449,200.0,8778,3,26
1,0,89,78,1338,200.0,8778,4,26
0,0,0,78,1761,600.0,8778,2,19
1,1,1014,74,1350,1300.0,2130,4,0
1,0,263,92,789,700.0,8778,2,11
0,0,5,65,54,150.0,8778,4,0
0,1,72,20,584,400.0,8778,1,23
0,0,8,49,977,2400.0,8778,4,29
0,0,9,14,330,200.0,8778,2,17
1,0,167,40,1193,350.0,5529,3,6
0,0,5,78,2396,200.0,8778,4,19
1,0,6,14,1530,150.0,3485,2,5
1,0,80,78,2618,250.0,8778,2,1
1,1,3439,27,2080,1500.0,2908,4,25
1,0,0,39,2381,500.0,8778,2,11
1,0,467,27,172,550.0,8778,2,10
1,0,888,39,263,500.0,1182,3,11
1,0,67,40,2625,250.0,8778,3,16
1,0,49,78,2431,400.0,751,4,17
0,0,4,78,388,150.0,8778,4,29
0,0,68,92,2256,500.0,8778,2,25
0,0,68,78,1761,250.0,8778,2,4
0,0,724,41,1155,300.0,8778,3,18
1,1,2291,28,1212,1400.0,8778,2,21
1,0,69,0,263,500.0,6910,2,28
1,0,89,78,1834,300.0,3234,2,22
1,1,1512,19,622,900.0,8778,4,16
0,1,1197,33,1483,1200.0,8778,5,13
0,1,597,49,2040,3500.0,8778,0,25
1,0,443,20,741,700.0,8778,2,20
0,0,0,78,2012,400.0,8778,2,18
1,1,1543,27,1602,800.0,4172,2,17
1,1,1228,27,2090,800.0,8778,2,14
1,0,889,27,2080,650.0,8778,4,18
0,0,4,78,1554,300.0,8778,4,16
1,0,23,78,1834,400.0,6222,4,19
1,0,84,88,1699,400.0,8778,2,1
0,0,32,27,1101,1000.0,8778,4,6
0,1,1470,19,649,800.0,8778,4,16
0,0,0,78,2381,300.0,8778,4,29
0,0,0,78,1951,500.0,8778,4,12
1,0,144,39,1761,500.0,323,2,19
0,0,12,19,778,800.0,8778,1,27
1,1,105,19,630,700.0,8778,4,19
0,0,167,27,1761,450.0,8778,2,29
1,0,44,40,1159,900.0,8778,3,4
1,1,484,10,1704,1900.0,7212,2,5
0,0,24,78,2474,300.0,8778,4,9
1,0,0,78,926,400.0,8778,2,26
1,0,43,78,2252,700.0,5420,2,15
0,0,4,27,966,600.0,8778,2,20
0,0,0,78,1774,300.0,8778,4,23
1,0,5,78,2381,300.0,8778,2,21
1,0,0,0,254,400.0,2705,3,12
0,0,20,27,2474,600.0,8778,4,20
1,1,152,27,2118,800.0,7664,2,6
0,0,0,78,443,400.0,8778,4,12
0,1,1703,19,626,1000.0,8778,3,5
1,0,111,78,1834,300.0,5009,2,5
0,0,4,27,1782,1000.0,8778,4,27
0,0,0,78,2469,200.0,8778,4,24
1,0,243,78,1939,300.0,8778,4,4
1,0,132,40,1153,300.0,3681,2,25
1,1,345,27,394,800.0,8778,4,23
1,0,0,39,1852,600.0,8778,2,4
0,0,56,90,1699,350.0,8778,3,24
1,0,21,78,2012,300.0,8778,4,18
1,0,62,19,700,400.0,4208,4,1
1,0,461,19,573,700.0,8778,1,7
1,0,11,90,1698,200.0,8778,2,13
0,0,0,17,370,100.0,8778,2,29
0,0,16,78,1225,555.4315664,8778,2,19
1,0,1077,88,1699,400.0,8778,3,18
0,0,33,27,1761,555.4315664,8778,2,27
1,0,247,19,649,400.0,8778,4,0
0,1,858,49,215,3000.0,8778,5,5
0,0,18,27,1761,750.0,8778,2,22
1,0,0,39,14,200.0,1059,2,14
1,0,52,40,1449,250.0,8698,2,23
1,0,0,14,359,100.0,7490,2,7
1,0,0,41,1155,300.0,8778,2,10
1,0,39,78,915,300.0,8778,4,6
1,0,787,78,130,400.0,8778,4,5
1,0,126,19,713,700.0,7150,2,24
0,0,14,8,2161,1500.0,8778,6,7
0,0,324,19,569,700.0,8778,3,18
0,0,38,92,1390,500.0,8778,2,22
0,0,703,40,1449,400.0,8778,3,24
0,0,34,78,1390,300.0,8778,2,2
1,1,226,27,1892,600.0,3894,4,19
1,0,0,78,2285,250.0,8778,2,11
1,0,30,59,119,150.0,7020,2,15
1,0,362,27,957,1000.0,8778,2,20
1,0,186,78,878,400.0,8778,2,0
1,0,110,40,1443,200.0,8778,3,19
0,1,1502,27,1210,1400.0,8778,0,14
0,0,12,78,457,350.0,8778,4,3
0,0,26,40,1153,350.0,8778,2,21
1,0,83,0,263,300.0,2986,3,28
0,0,13,39,1857,500.0,8778,2,29
0,0,17,78,1834,300.0,8778,2,0
1,1,676,27,952,900.0,8108,2,19
0,0,118,28,1834,1200.0,8778,2,23
1,1,1205,19,651,650.0,8778,2,0
1,0,152,17,346,350.0,8778,3,17
1,0,259,27,1738,750.0,8778,4,18
0,0,7,40,1444,200.0,8778,3,18
1,0,475,27,2225,600.0,8778,2,13
1,0,26,27,1841,700.0,8778,2,19
0,0,0,92,2136,200.0,8778,2,21
1,0,113,92,1761,400.0,6185,2,15
0,0,4,78,1939,300.0,8778,4,24
1,0,5,14,330,150.0,8778,2,0
1,0,7,92,443,500.0,8778,2,14
0,0,0,78,2152,200.0,8778,2,16
1,0,178,27,2026,800.0,8778,2,17
1,0,393,78,1834,400.0,4538,4,11
1,0,4,41,1450,200.0,8778,2,11
0,0,21,78,1215,150.0,8778,2,4
0,0,0,78,2474,250.0,8778,4,12
0,0,13,92,2474,300.0,8778,2,19
1,0,413,27,1746,700.0,8778,2,11
1,0,367,39,2161,450.0,8778,2,14
1,0,70,78,388,400.0,8778,4,27
1,0,95,78,143,200.0,7075,2,18
0,0,1199,27,792,550.0,8778,4,5
1,1,450,27,1761,1000.0,8778,4,5
1,0,10,14,354,150.0,6053,2,12
0,0,0,0,263,500.0,8778,2,6
1,0,289,27,2256,500.0,8778,2,10
1,1,121,78,1412,300.0,8778,4,27
1,1,4841,75,2224,1300.0,4809,3,27
1,0,476,78,535,450.0,8778,4,16
1,0,223,39,1834,500.0,7581,2,13
1,1,845,28,2380,1100.0,8426,2,0
1,0,77,40,1449,800.0,7752,2,13
0,1,1758,62,1133,1600.0,8778,2,16
1,1,349,27,2339,1200.0,1990,2,3
1,1,218,27,2357,850.0,8778,4,7
0,0,14,78,1545,200.0,8778,2,18
1,0,777,78,1680,600.0,8778,4,6
1,0,0,39,388,500.0,8778,2,16
1,0,438,40,1180,500.0,8778,2,3
1,1,109,8,982,1200.0,8778,2,26
1,1,467,19,646,800.0,8778,1,18
0,0,0,92,2304,500.0,8778,3,21
1,0,75,78,2256,600.0,8778,2,24
1,0,44,78,2613,500.0,8778,2,17
0,0,0,92,1834,300.0,8778,2,10
1,0,0,39,1834,600.0,327,2,23
0,0,0,78,2381,300.0,8778,4,20
1,0,4,78,538,300.0,8778,2,3
0,0,0,78,2252,250.0,8778,4,22
1,0,71,19,767,600.0,1076,3,0
1,0,188,39,247,300.0,8778,2,17
1,0,66,15,779,500.0,8778,1,5
0,0,15,46,1174,400.0,8778,2,0
1,0,0,78,14,200.0,1061,2,17
1,0,46,19,557,500.0,646,4,14
1,0,75,27,1032,1000.0,5718,2,13
0,0,0,0,273,600.0,8778,3,12
0,1,147,49,21,2800.0,8778,4,11
1,0,48,27,782,1000.0,8778,4,8
0,0,8,27,1773,700.0,8778,4,17
0,0,583,19,675,700.0,8778,1,11
0,1,2054,28,1408,1200.0,8778,6,21
0,0,316,65,1607,300.0,8778,2,16
0,0,0,28,1368,1500.0,8778,6,5
1,0,90,39,1155,200.0,6047,2,25
1,0,118,27,792,550.0,8778,4,15
0,1,2946,73,2303,1300.0,8778,5,25
1,0,326,27,56,500.0,1783,2,17
1,0,92,78,2474,350.0,3576,2,23
0,0,0,78,1857,300.0,8778,4,27
1,0,0,46,2333,250.0,8778,2,1
1,0,0,19,527,200.0,653,2,19
0,0,0,39,254,400.0,8778,3,6
1,0,15,78,1834,300.0,8778,2,5
0,0,4,78,2392,300.0,8778,2,19
0,1,930,27,2274,800.0,8778,0,27
1,0,21,78,1761,350.0,8778,2,5
1,0,0,78,1215,300.0,6234,4,4
1,0,701,39,1802,450.0,2291,2,17
1,0,72,78,502,400.0,8778,2,0
1,0,394,78,1761,400.0,6169,2,13
1,0,0,92,330,350.0,2778,2,18
1,0,41,78,388,200.0,1645,2,18
1,0,827,27,174,800.0,8778,2,10
0,1,145,49,1495,2500.0,8778,4,27
0,0,4,78,1221,400.0,8778,4,14
1,0,47,40,1159,900.0,7061,3,28
1,0,349,27,956,600.0,1141,4,12
0,0,31,0,263,200.0,8778,3,4
0,0,14,78,794,350.0,8778,2,8
1,0,466,53,2381,300.0,74,4,22
1,1,2239,28,1122,1200.0,8778,2,0
1,0,9,14,330,200.0,8778,2,17
0,0,38,78,2381,200.0,8778,4,13
1,1,9080,29,2246,600.0,3941,2,18
0,0,10,92,1155,350.0,8778,2,17
0,0,1275,19,557,555.4315664,8778,3,25
0,0,674,27,2474,650.0,8778,2,0
1,0,11,78,1610,400.0,8778,2,10
1,1,1126,28,326,1200.0,8778,5,20
1,0,0,78,2537,100.0,8778,1,15
1,0,171,78,535,500.0,7756,2,17
0,0,19,78,2575,200.0,8778,4,29
1,1,163,31,1976,900.0,8778,2,18
0,0,22,78,2469,400.0,8778,4,23
0,0,11,78,1834,450.0,8778,2,21
1,1,225,10,186,2000.0,5665,4,5
1,0,583,40,1159,400.0,5242,3,0
1,0,182,78,2193,400.0,8778,2,10
1,0,2627,43,1448,500.0,8778,4,18
0,0,45,78,1238,300.0,8778,4,16
1,0,30,78,2350,400.0,5778,2,24
1,0,72,19,570,650.0,8252,4,7
1,0,137,78,2436,350.0,8778,4,12
1,0,21,78,2474,500.0,8778,2,16
1,0,0,78,1533,200.0,8778,4,15
0,0,157,61,1061,1300.0,8778,4,10
0,0,0,78,2381,150.0,8778,4,10
1,1,765,27,2277,1400.0,8778,2,7
0,1,48,27,1213,2000.0,8778,4,21
0,0,13,27,2341,700.0,8778,2,15
1,0,283,78,470,400.0,8778,4,10
0,0,15,46,1174,400.0,8778,2,17
0,0,10,78,1761,250.0,8778,2,0
1,0,25,27,1657,600.0,8778,2,3
0,1,284,10,1673,1200.0,8778,6,5
1,0,341,78,2459,400.0,1918,2,16
1,0,120,27,783,600.0,8778,2,27
0,0,392,93,465,500.0,8778,4,12
1,0,72,27,1653,400.0,2348,2,15
1,1,1418,28,792,1700.0,8778,5,20
1,0,31,28,2137,500.0,8778,2,28
1,0,20,39,1802,500.0,8778,2,14
1,0,16,78,1256,200.0,8778,4,6
1,0,63,78,1761,200.0,483,2,28
1,1,128,10,2000,1200.0,8778,6,29
0,0,0,93,2353,400.0,8778,2,27
0,0,175,27,950,600.0,8778,4,22
1,0,204,20,578,500.0,8778,1,0
0,0,116,49,44,3000.0,8778,4,21
1,0,79,27,99,600.0,8778,2,0
1,0,219,19,712,600.0,8778,4,3
1,0,283,78,321,350.0,8778,2,2
1,0,116,20,578,500.0,5840,4,7
1,0,301,27,438,750.0,1784,2,15
1,0,23,78,1834,450.0,3855,4,22
1,1,123,73,1012,1100.0,2648,2,24
0,0,22,78,54,300.0,8778,4,3
0,0,190,8,1346,600.0,8778,4,27
1,0,257,78,443,250.0,3538,4,19
0,1,1230,27,2408,800.0,8778,4,25
1,0,5299,2,261,600.0,8778,3,11
0,0,33,27,880,500.0,8778,2,8
0,0,0,78,1215,200.0,8778,4,25
1,0,67,19,775,300.0,4194,2,23
0,0,9,78,1834,200.0,8778,4,15
0,1,3586,63,979,2100.0,8778,0,11
1,0,0,0,263,600.0,4126,3,29
1,0,1838,27,2211,900.0,4085,2,9
0,0,22,82,1277,300.0,8778,3,17
1,1,218,27,2357,850.0,8778,2,9
1,0,30,78,1943,300.0,6716,2,19
1,0,261,88,1699,400.0,8778,2,11
0,0,41,78,54,500.0,8778,2,10
1,0,175,39,1761,450.0,8778,2,25
1,0,101,39,2119,600.0,8778,2,28
0,0,9,19,557,800.0,8778,1,8
1,1,302,27,1386,1000.0,8778,4,27
0,1,243,73,1362,1250.0,8778,4,16
0,0,76,26,685,300.0,8778,4,15
0,0,6,28,880,700.0,8778,4,14
0,0,0,40,1179,555.4315664,8778,3,18
1,0,15,0,254,400.0,2719,2,3
1,0,760,27,1761,950.0,8778,2,25
0,0,10,92,388,500.0,8778,2,23
0,1,2400,28,1704,1100.0,8778,6,19
1,0,110,78,1834,300.0,8778,2,7
0,0,0,78,1761,400.0,8778,2,29
1,0,166,78,1215,300.0,8778,4,0
0,0,23,78,2543,300.0,8778,4,20
1,0,11,78,471,300.0,8778,2,10
1,0,149,78,457,350.0,3429,2,25
0,1,186,49,1667,2000.0,8778,4,5
0,1,768,52,2128,3000.0,8778,4,21
0,1,752,73,1355,1100.0,8778,4,27
1,1,1184,76,1880,1200.0,8778,4,23
1,0,2871,19,562,600.0,3024,4,16
1,0,134,27,1657,700.0,7853,2,27
1,0,20,19,596,500.0,8778,2,5
1,0,44,78,974,550.0,4441,4,19
1,0,75,92,1326,300.0,3878,2,13
1,0,7,78,1304,500.0,6790,2,6
1,0,195,40,1181,400.0,8778,3,17
0,0,252,78,2012,500.0,8778,4,28
1,0,53,40,1159,400.0,8778,3,19
1,0,7,0,254,500.0,2756,3,0
0,0,22,17,338,350.0,8778,1,7
0,0,164,14,343,400.0,8778,2,19
0,0,0,16,339,300.0,8778,2,22
1,0,132,78,2285,300.0,513,2,17
1,0,7,78,1699,150.0,8778,3,8
1,0,35,78,950,200.0,8778,2,12
1,0,85,19,602,400.0,6404,2,23
1,0,177,78,318,500.0,8778,2,2
1,0,0,78,2121,300.0,8778,2,19
0,1,180,76,1093,1300.0,8778,5,8
1,0,284,78,555,500.0,8778,4,5
1,0,34,27,1836,800.0,8778,4,6
1,1,1476,69,1363,1500.0,2552,4,28
1,0,256,19,588,400.0,8778,4,13
0,0,0,78,1215,200.0,8778,2,0
1,0,59,27,1761,700.0,8778,2,1
1,0,37,19,588,400.0,8778,2,2
1,0,6,78,388,300.0,8778,4,11
1,0,18,78,1606,200.0,8778,2,18
1,0,0,88,1686,200.0,6806,2,18
0,1,339,49,1506,2500.0,8778,0,7
1,0,9,78,1761,300.0,8778,2,10
0,0,10,39,465,700.0,8778,2,23
1,0,15,0,254,400.0,8778,3,3
1,0,0,78,941,300.0,8778,4,15
1,0,140,27,1440,650.0,8778,4,24
1,0,9,15,779,500.0,8778,2,22
0,0,33,78,1834,300.0,8778,2,25
1,0,289,27,425,800.0,8778,4,11
0,0,0,78,2152,300.0,8778,4,8
0,0,6,78,1834,350.0,8778,2,14
1,0,0,39,2325,300.0,8778,2,13
1,0,630,27,2113,750.0,3729,0,26
0,0,117,78,1857,350.0,8778,4,12
0,0,40,26,712,400.0,8778,4,6
0,0,40,27,2410,500.0,8778,4,19
0,1,536,33,2117,1500.0,8778,6,11
1,0,34,27,1834,700.0,8778,2,22
0,0,0,6,273,200.0,8778,3,13
1,0,357,78,1834,400.0,7088,4,0
1,0,543,78,2436,300.0,8778,2,3
1,0,288,78,535,500.0,8778,2,20
0,1,178,10,1382,1500.0,8778,4,10
0,0,0,39,388,400.0,8778,2,4
0,0,4,27,2495,600.0,8778,4,28
1,0,11,78,2525,200.0,8778,2,3
1,0,118,19,244,700.0,1339,1,21
1,0,685,78,968,250.0,8778,2,19
0,0,30,19,557,800.0,8778,4,7
0,0,5,78,2537,100.0,8778,4,10
1,1,475,27,1945,1700.0,8778,4,9
0,0,986,49,2599,3000.0,8778,4,20
0,1,1103,10,1360,1650.0,8778,4,26
1,0,0,39,1153,250.0,8778,3,18
0,0,132,27,2182,650.0,8778,0,27
0,0,0,27,1834,600.0,8778,2,3
1,0,8,78,1215,150.0,8778,4,0
0,0,34,88,1699,150.0,8778,3,5
1,0,743,27,61,600.0,2148,4,19
0,0,0,2,265,600.0,8778,1,23
0,0,0,78,1266,100.0,8778,2,4
1,0,34,78,2436,200.0,4701,4,10
0,0,7,27,2182,1000.0,8778,4,5
1,0,35,65,72,300.0,8778,4,27
1,0,782,27,388,750.0,8778,4,17
1,0,0,92,389,300.0,8778,2,0
1,1,151,27,1076,1100.0,8778,3,19
0,0,7,91,1153,400.0,8778,3,29
0,0,60,27,1215,800.0,8778,4,23
0,1,2266,27,26,1100.0,8778,2,7
1,0,0,78,1761,250.0,6856,2,23
0,0,78,3,254,150.0,8778,3,1
0,0,0,78,2381,200.0,8778,2,23
1,1,203,27,1924,1200.0,6250,4,7
1,0,46,27,54,700.0,8778,2,18
0,0,8,92,1976,300.0,8778,2,23
1,0,388,27,490,650.0,8778,2,1
1,0,1087,82,1168,550.0,8778,4,27
0,0,37,27,1761,600.0,8778,2,20
1,0,107,78,1761,300.0,8778,2,2
0,1,597,8,1115,1300.0,8778,6,25
1,0,51,39,263,500.0,2794,3,12
1,1,2189,27,2080,1500.0,8778,2,23
1,0,0,39,1761,500.0,8778,2,10
1,0,40,27,1955,600.0,3754,2,13
1,0,301,27,438,750.0,8778,2,14
1,0,6,78,1817,500.0,4457,4,3
1,0,119,19,244,700.0,1340,2,27
1,0,172,78,2514,300.0,8778,4,17
0,0,20,78,1396,555.4315664,8778,2,16
1,0,240,19,557,700.0,8778,1,3
1,0,37,78,1761,400.0,8778,2,10
0,0,0,78,1761,300.0,8778,4,19
0,0,1075,8,1347,1450.0,8778,5,6
0,0,7,88,1692,300.0,8778,4,0
1,0,25,92,2236,500.0,8778,2,17
1,0,2699,40,1464,550.0,1211,2,25
1,0,0,78,880,300.0,8778,2,5
0,0,6,27,1924,450.0,8778,4,20
0,0,15,78,1834,200.0,8778,2,17
1,0,21,92,254,200.0,8778,2,12
0,0,0,0,263,300.0,8778,3,3
1,1,634,27,1834,800.0,8778,4,13
1,0,212,27,1924,800.0,8778,2,0
1,0,6,78,2136,300.0,4255,4,0
1,0,14,92,484,600.0,8778,4,18
0,0,5,87,2565,200.0,8778,2,16
0,0,0,78,119,200.0,8778,4,13
0,1,2248,27,956,1100.0,8778,0,18
1,0,213,78,524,400.0,8778,2,0
1,0,17,78,1802,600.0,8778,2,20
1,1,95,28,1750,1300.0,7445,4,21
0,1,4447,8,997,1000.0,8778,6,17
0,0,19,17,346,300.0,8778,4,0
0,0,267,46,1449,250.0,8778,3,9
1,0,136,27,2455,1000.0,8778,4,23
0,0,1443,43,1170,500.0,8778,3,5
0,0,8,78,119,300.0,8778,2,19
1,1,980,28,1385,1000.0,8778,6,5
1,0,15,19,613,500.0,8778,2,16
1,0,298,78,1026,400.0,6679,2,29
1,0,8,78,2205,500.0,8778,4,28
0,0,31,60,825,1400.0,8778,4,9
0,1,3116,60,977,2500.0,8778,5,5
0,1,531,27,1521,1400.0,8778,2,20
1,0,38,78,509,300.0,8778,4,2
1,0,87,78,498,400.0,8778,2,26
0,0,15,46,1174,400.0,8778,2,16
1,0,29,78,535,450.0,8778,2,4
1,0,204,39,1817,500.0,8778,2,24
1,0,79,40,1449,800.0,8778,3,16
1,1,129,10,2000,1200.0,4649,2,6
0,0,0,92,1761,250.0,8778,2,29
0,0,217,27,1956,450.0,8778,4,1
0,0,0,65,2381,200.0,8778,4,1
1,0,93,78,1834,500.0,8778,4,21
1,0,0,78,1293,200.0,2814,4,16
0,0,0,78,2217,200.0,8778,2,2
0,0,0,78,2410,300.0,8778,4,5
0,0,39,78,2421,350.0,8778,4,3
1,0,79,53,341,400.0,4447,2,29
0,0,0,78,2381,100.0,8778,4,3
1,0,673,78,2571,200.0,8778,4,6
0,0,98,40,254,400.0,8778,3,9
0,0,270,76,1130,1400.0,8778,4,17
1,0,0,92,2136,250.0,8778,2,25
1,0,15,92,1502,500.0,8778,2,14
1,0,64,78,388,700.0,8778,4,0
0,0,90,27,1745,600.0,8778,2,14
1,0,115,92,2236,600.0,7242,2,19
0,0,339,27,1787,550.0,8778,4,19
0,0,4,78,429,250.0,8778,2,29
1,0,9,78,1302,400.0,8472,2,13
0,0,34,27,915,2000.0,8778,4,20
0,0,8,27,1834,550.0,8778,4,24
0,0,1160,27,788,650.0,8778,4,17
0,0,9,78,2381,300.0,8778,2,6
1,1,192,19,557,1000.0,8152,2,18
0,0,110,78,1510,600.0,8778,4,23
1,0,5,92,1832,400.0,6807,2,2
0,0,0,0,254,400.0,8778,3,6
1,1,57,27,2370,900.0,8778,4,26
1,0,1178,39,1413,500.0,8778,2,2
1,0,3621,78,2555,400.0,8778,4,18
1,1,933,28,27,1000.0,8778,2,7
0,1,1099,28,1785,1400.0,8778,4,14
1,1,150,19,719,600.0,8778,1,1
0,1,432,27,1585,1200.0,8778,4,22
0,0,0,78,2381,150.0,8778,4,0
0,0,9,27,2071,550.0,8778,4,26
1,0,10,39,66,300.0,8778,2,4
1,0,51,27,1834,400.0,5826,4,0
1,0,6,41,1155,300.0,8778,2,4
1,1,942,73,1029,1300.0,8778,4,4
0,0,17,93,1834,500.0,8778,2,6
1,0,12,78,1538,350.0,3988,2,15
1,0,12,27,1653,650.0,8778,4,27
1,0,130,28,977,1200.0,8778,6,17
1,0,164,28,1761,1700.0,8778,0,7
1,0,0,57,2252,400.0,5411,2,9
0,0,0,78,2381,250.0,8778,4,22
0,0,17,78,404,250.0,8778,4,16
0,1,512,28,1707,1200.0,8778,4,10
1,0,428,43,1165,400.0,848,2,25
0,0,5,78,2474,250.0,8778,4,26
0,0,75,50,1346,2000.0,8778,4,6
1,0,960,27,2617,500.0,2251,2,17
1,0,461,22,566,800.0,8778,1,5
0,0,28,27,1780,1000.0,8778,4,22
1,0,22,39,1834,400.0,6184,2,2
1,0,0,39,14,200.0,43,2,7
1,0,365,19,735,900.0,8778,4,24
1,0,293,27,326,600.0,8778,4,16
0,0,0,78,1834,200.0,8778,4,18
1,0,15,78,2323,100.0,8778,2,0
0,0,433,27,943,650.0,8778,4,5
1,1,942,73,1029,1300.0,8778,0,4
1,0,82,78,2306,400.0,8778,2,0
1,0,22,78,2211,250.0,8778,4,24
1,0,654,23,675,750.0,5942,2,9
1,1,235,27,1741,800.0,7437,2,13
1,1,584,27,2086,1200.0,8778,0,3
0,0,0,78,1834,500.0,8778,4,20
0,0,4,78,1761,200.0,8778,4,20
1,1,1250,27,1761,600.0,8778,4,18
0,0,27,78,2076,300.0,8778,3,7
1,0,27,78,1313,300.0,8778,2,25
0,0,0,78,839,300.0,8778,4,27
1,1,60,78,1304,400.0,4475,2,21
1,0,0,78,2454,300.0,8778,4,17
1,0,205,40,1449,300.0,7915,3,12
0,1,1750,27,991,1200.0,8778,4,16
1,0,3006,19,606,1000.0,8778,4,18
0,0,10,78,1536,250.0,8778,3,16
0,0,60,27,2152,450.0,8778,4,5
1,0,218,27,1733,600.0,8778,4,23
1,0,819,19,773,300.0,472,2,6
1,0,841,27,2363,700.0,8778,2,0
1,0,5,39,388,500.0,8778,2,10
1,0,251,78,1761,250.0,8778,2,10
0,0,6,78,429,300.0,8778,2,19
1,1,880,27,1872,1200.0,8778,0,25
0,0,49,19,557,200.0,8778,2,25
1,1,1875,27,1764,1200.0,8778,2,1
1,0,558,78,2381,150.0,8778,4,3
1,0,739,19,649,750.0,8778,1,5
1,0,13,39,1834,400.0,8778,2,18
1,0,37,78,926,150.0,8778,4,6
0,0,31,39,2473,400.0,8778,2,18
1,0,75,3,263,500.0,8778,4,4
1,0,407,27,1834,500.0,8778,4,2
0,0,700,78,2381,300.0,8778,4,21
0,1,72,20,584,400.0,8778,2,23
0,0,17,92,254,350.0,8778,2,2
0,0,0,92,1273,400.0,8778,3,15
1,0,0,92,1905,300.0,2344,2,19
1,0,0,78,1939,400.0,1836,4,28
1,0,34,78,1510,600.0,8778,4,21
0,0,0,78,384,300.0,8778,4,19
0,0,0,78,2395,300.0,8778,4,9
1,0,56,78,1215,500.0,8778,2,19
0,0,167,19,763,750.0,8778,1,27
1,0,175,39,1976,500.0,404,2,6
1,0,707,27,1761,500.0,7518,2,18
0,0,46,19,557,400.0,8778,4,12
1,0,340,27,2252,750.0,8588,2,22
0,0,28,78,1951,350.0,8778,2,25
1,0,440,78,536,600.0,8778,2,26
1,0,106,81,602,400.0,8778,1,29
1,0,22,27,792,1000.0,8778,2,7
0,0,0,78,947,200.0,8778,2,2
1,0,469,27,1856,750.0,3091,4,1
0,0,14,27,880,1000.0,8778,4,19
1,0,136,78,432,400.0,8778,4,28
1,0,1445,27,170,800.0,8778,2,7
0,0,0,78,2474,250.0,8778,4,19
0,0,48,92,1153,400.0,8778,2,19
1,1,1022,27,2080,700.0,3315,2,9
1,0,106,27,2091,550.0,8778,2,22
0,1,595,28,216,2500.0,8778,6,5
0,0,9,58,1215,200.0,8778,4,12
0,0,0,78,429,100.0,8778,4,2
1,0,36,90,1699,200.0,7223,3,22
1,1,36,27,910,650.0,3385,2,13
1,0,182,27,899,500.0,2059,2,15
0,0,77,50,1346,2000.0,8778,4,29
0,0,26,78,2556,300.0,8778,4,3
0,0,0,78,2157,200.0,8778,2,13
0,0,6,40,256,500.0,8778,3,14
0,0,2431,60,1279,2000.0,8778,2,21
0,0,110,19,675,700.0,8778,4,13
0,0,0,78,1761,200.0,8778,2,4
1,0,398,93,1857,600.0,299,4,11
1,0,16,92,2203,300.0,8778,2,16
0,0,873,78,2381,300.0,8778,4,0
1,0,0,78,1761,400.0,8778,2,21
1,0,430,27,394,900.0,8778,2,28
1,1,150,19,719,600.0,2426,2,1
1,0,24,92,388,400.0,8778,2,18
1,0,118,27,792,500.0,8778,2,7
1,0,159,78,1857,450.0,8564,2,23
0,0,7,78,404,300.0,8778,2,23
0,0,7,78,419,300.0,8778,4,16
0,1,116,60,977,2500.0,8778,4,20
0,0,7,65,1565,300.0,8778,4,10
1,0,18,78,2469,400.0,8778,2,2
1,0,108,78,2026,300.0,6708,2,6
1,0,21,80,1339,300.0,4039,2,5
1,0,201,27,2377,650.0,7579,4,14
0,0,128,6,280,600.0,8778,2,4
1,0,76,39,1683,600.0,6547,2,24
1,1,1137,27,2001,800.0,8778,4,8
0,0,7,65,2381,150.0,8778,4,5
0,0,6,78,1834,350.0,8778,2,23
1,0,1026,23,679,550.0,8778,2,19
1,0,237,27,1834,500.0,8778,4,15
0,0,6,78,2381,400.0,8778,2,26
1,0,28,78,1405,500.0,8144,2,22
1,0,49,40,1442,400.0,7460,2,6
1,1,1547,27,238,1000.0,4376,4,12
1,0,0,14,1529,100.0,8778,2,25
0,0,67,53,2211,300.0,8778,2,2
0,0,0,27,1644,550.0,8778,4,7
1,1,1867,63,1358,1500.0,8778,2,0
1,1,400,21,667,1200.0,8778,6,0
1,0,148,78,2381,250.0,8778,2,2
0,0,6,65,1606,250.0,8778,4,10
0,0,140,87,2565,200.0,8778,3,18
1,1,1014,8,1023,1300.0,5650,4,16
1,0,12,27,404,600.0,8778,4,10
0,1,5002,33,1200,1800.0,8778,6,17
0,0,9,19,693,400.0,8778,1,12
0,0,26,78,388,300.0,8778,4,5
1,0,89,78,1761,300.0,8778,4,29
1,0,97,78,1834,450.0,8778,2,16
1,0,22,39,29,300.0,8778,2,10
0,0,345,40,1449,400.0,8778,2,1
0,0,0,78,511,300.0,8778,2,8
1,0,275,78,2381,100.0,4709,2,1
